student_id,centre_id
S00483,C019
S00484,C012
S00485,C009
S00486,C019
S00487,C001
S00488,C019
S00489,C010
S00490,C005
S00491,C019
S00492,C019
S00493,C010
S00494,C011
S00495,C016
S00496,C009
S00497,C001
S00498,C007
S00499,C011
S00500,C016
S00501,C010
S00502,C005
S00503,C011
S00504,C016
S00505,C002
S00506,C008
S00507,C014
S00508,C001
S00509,C001
S00510,C003
S00511,C013
S00512,C002
S00513,C020
S00514,C014
S00515,C009
S00516,C015
S00517,C012
S00518,C015
S00519,C006
S00520,C019
S00521,C001
S00522,C020
S00523,C014
S00524,C017
S00525,C001
S00526,C013
S00527,C001
S00528,C005
S00529,C015
S00530,C017
S00531,C008
S00532,C007
S00533,C010
S00534,C004
S00535,C003
S00536,C018
S00537,C005
S00538,C012
S00539,C006
S00540,C009
S00541,C009
S00542,C013
S00543,C001
S00544,C017
S00545,C006
S00546,C008
S00547,C016
S00548,C007
S00549,C003
S00550,C015
S00551,C020
S00552,C017
S00553,C003
S00554,C015
S00555,C012
S00556,C011
S00557,C003
S00558,C015
S00559,C020
S00560,C001
S00561,C009
S00562,C008
S00563,C001
S00564,C007
S00565,C009
S00566,C007
S00567,C001
S00568,C020
S00569,C006
S00570,C013
S00571,C001
S00572,C009
S00573,C011
S00574,C007
S00575,C011
S00576,C014
S00577,C017
S00578,C014
S00579,C004
S00580,C013
S00581,C014
S00582,C012
S00583,C018
S00584,C010
S00585,C009
S00586,C011
S00587,C007
S00588,C016
S00589,C012
S00590,C011
S00591,C012
S00592,C007
S00593,C019
S00594,C016
S00595,C018
S00596,C017
S00597,C011
S00598,C006
S00599,C003
S00600,C020
S00601,C006
S00602,C011
S00603,C009
S00604,C009
S00605,C009
S00606,C016
S00607,C018
S00608,C017
S00609,C006
S00610,C017
S00611,C003
S00612,C020
S00613,C005
S00614,C005
S00615,C006
S00616,C002
S00617,C009
S00618,C010
S00619,C001
S00620,C015
S00621,C016
S00622,C004
S00623,C014
S00624,C013
S00625,C013
S00626,C018
S00627,C014
S00628,C017
S00629,C012
S00630,C018
S00631,C016
S00632,C011
S00633,C011
S00634,C004
S00635,C012
S00636,C001
S00637,C020
S00638,C013
S00639,C002
S00640,C003
S00641,C012
S00642,C006
S00643,C002
S00644,C013
S00645,C003
S00646,C011
S00647,C005
S00648,C017
S00649,C017
S00650,C011
S00651,C007
S00652,C005
S00653,C006
S00654,C004
S00655,C005
S00656,C006
S00657,C004
S00658,C002
S00659,C007
S00660,C008
S00661,C009
S00662,C016
S00663,C001
S00664,C014
S00665,C001
S00666,C003
S00667,C020
S00668,C002
S00669,C005
S00670,C012
S00671,C002
S00672,C005
S00673,C015
S00674,C005
S00675,C005
S00676,C003
S00677,C007
S00678,C017
S00679,C005
S00680,C020
S00681,C006
S00682,C018
S00683,C010
S00684,C002
S00685,C017
S00686,C013
S00687,C020
S00688,C002
S00689,C001
S00690,C017
S00691,C005
S00692,C010
S00693,C014
S00694,C002
S00695,C014
S00696,C020
S00697,C008
S00698,C004
S00699,C002
S00700,C020
S00701,C011
S00702,C012
S00703,C004
S00704,C001
S00705,C013
S00706,C012
S00707,C005
S00708,C006
S00709,C015
S00710,C003
S00711,C006
S00712,C009
S00713,C007
S00714,C017
S00715,C015
S00716,C005
S00717,C016
S00718,C020
S00719,C003
S00720,C015
S00721,C017
S00722,C014
S00723,C010
S00724,C008
S00725,C008
S00726,C011
S00727,C017
S00728,C005
S00729,C001
S00730,C003
S00731,C008
S00732,C009
S00733,C005
S00734,C008
S00735,C014
S00736,C012
S00737,C001
S00738,C005
S00739,C020
S00740,C010
S00741,C005
S00742,C001
S00743,C013
S00744,C001
S00745,C011
S00746,C020
S00747,C010
S00748,C011
S00749,C003
S00750,C020
S00751,C002
S00752,C019
S00753,C002
S00754,C011
S00755,C003
S00756,C020
S00757,C017
S00758,C008
S00759,C004
S00760,C001
S00761,C002
S00762,C001
S00763,C017
S00764,C003
S00765,C006
S00766,C010
S00767,C016
S00768,C002
S00769,C004
S00770,C006
S00771,C006
S00772,C015
S00773,C005
S00774,C008
S00775,C006
S00776,C018
S00777,C014
S00778,C010
S00779,C005
S00780,C009
S00781,C005
S00782,C013
S00783,C012
S00784,C010
S00785,C019
S00786,C004
S00787,C017
S00788,C015
S00789,C006
S00790,C013
S00791,C015
S00792,C019
S00793,C018
S00794,C010
S00795,C020
S00796,C008
S00797,C008
S00798,C010
S00799,C010
S00800,C011
S00801,C003
S00802,C003
S00803,C011
S00804,C001
S00805,C013
S00806,C003
S00807,C020
S00808,C016
S00809,C001
S00810,C015
S00811,C011
S00812,C007
S00813,C009
S00814,C007
S00815,C001
S00816,C016
S00817,C015
S00818,C016
S00819,C014
S00820,C009
S00821,C015
S00822,C008
S00823,C013
S00824,C011
S00825,C011
S00826,C008
S00827,C019
S00828,C019
S00829,C005
S00830,C019
S00831,C006
S00832,C018
S00833,C016
S00834,C001
S00835,C007
S00836,C008
S00837,C020
S00838,C016
S00839,C002
S00840,C004
S00841,C004
S00842,C017
S00843,C009
S00844,C001
S00845,C020
S00846,C009
S00847,C005
S00848,C001
S00849,C018
S00850,C007
S00851,C012
S00852,C010
S00853,C010
S00854,C003
S00855,C017
S00856,C019
S00857,C020
S00858,C018
S00859,C015
S00860,C016
S00861,C012
S00862,C011
S00863,C003
S00864,C005
S00865,C003
S00866,C016
S00867,C020
S00868,C018
S00869,C015
S00870,C008
S00871,C009
S00872,C008
S00873,C017
S00874,C018
S00875,C005
S00876,C001
S00877,C011
S00878,C016
S00879,C014
S00880,C017
S00881,C002
S00882,C020
S00883,C015
S00884,C008
S00885,C016
S00886,C015
S00887,C020
S00888,C001
S00889,C017
S00890,C016
S00891,C007
S00892,C020
S00893,C009
S00894,C001
S00895,C004
S00896,C011
S00897,C011
S00898,C009
S00899,C019
S00900,C005
S00901,C003
S00902,C020
S00903,C008
S00904,C011
S00905,C001
S00906,C005
S00907,C014
S00908,C018
S00909,C014
S00910,C001
S00911,C002
S00912,C019
S00913,C009
S00914,C014
S00915,C015
S00916,C006
S00917,C016
S00918,C010
S00919,C017
S00920,C008
S00921,C020
S00922,C003
S00923,C008
S00924,C015
S00925,C005
S00926,C003
S00927,C017
S00928,C015
S00929,C003
S00930,C008
S00931,C013
S00932,C008
S00933,C012
S00934,C003
S00935,C006
S00936,C019
S00937,C011
S00938,C018
S00939,C006
S00940,C019
S00941,C016
S00942,C012
S00943,C007
S00944,C003
S00945,C010
S00946,C016
S00947,C016
S00948,C016
S00949,C001
S00950,C009
S00951,C020
S00952,C019
S00953,C007
S00954,C011
S00955,C009
S00956,C001
S00957,C005
S00958,C005
S00959,C014
S00960,C010
S00961,C014
S00962,C012
S00963,C019
S00964,C011
S00965,C019
S00966,C005
S00967,C005
S00968,C013
S00969,C020
S00970,C007
S00971,C018
S00972,C019
S00973,C010
S00974,C019
S00975,C009
S00976,C020
S00977,C012
S00978,C009
S00979,C006
S00980,C001
S00981,C011
S00982,C009
S00983,C006
S00984,C020
S00985,C004
S00986,C011
S00987,C018
S00988,C017
S00989,C017
S00990,C004
S00991,C017
S00992,C002
S00993,C015
S00994,C015
S00995,C014
S00996,C005
S00997,C013
S00998,C020
S00999,C007
S01000,C016
S01001,C015
S01002,C020
S01003,C010
S01004,C009
S01005,C009
S01006,C019
S01007,C020
S01008,C020
S01009,C010
S01010,C015
S01011,C011
S01012,C006
S01013,C002
S01014,C005
S01015,C011
S01016,C005
S01017,C005
S01018,C013
S01019,C018
S01020,C011
S01021,C009
S01022,C009
S01023,C017
S01024,C015
S01025,C014
S01026,C014
S01027,C006
S01028,C011
S01029,C007
S01030,C020
S01031,C016
S01032,C005
S01033,C003
S01034,C017
S01035,C009
S01036,C010
S01037,C006
S01038,C007
S01039,C011
S01040,C008
S01041,C019
S01042,C017
S01043,C014
S01044,C002
S01045,C015
S01046,C017
S01047,C009
S01048,C014
S01049,C005
S01050,C012
S01051,C003
S01052,C007
S01053,C003
S01054,C018
S01055,C013
S01056,C014
S01057,C011
S01058,C010
S01059,C007
S01060,C011
S01061,C010
S01062,C008
S01063,C017
S01064,C009
S01065,C018
S01066,C011
S01067,C006
S01068,C005
S01069,C014
S01070,C005
S01071,C005
S01072,C015
S01073,C005
S01074,C020
S01075,C002
S01076,C016
S01077,C019
S01078,C003
S01079,C006
S01080,C011
S01081,C020
S01082,C006
S01083,C018
S01084,C007
S01085,C009
S01086,C015
S01087,C005
S01088,C002
S01089,C003
S01090,C017
S01091,C009
S01092,C015
S01093,C005
S01094,C006
S01095,C002
S01096,C012
S01097,C016
S01098,C016
S01099,C004
S01100,C014
S01101,C002
S01102,C005
S01103,C002
S01104,C011
S01105,C005
S01106,C014
S01107,C017
S01108,C017
S01109,C010
S01110,C020
S01111,C011
S01112,C012
S01113,C016
S01114,C015
S01115,C012
S01116,C020
S01117,C018
S01118,C013
S01119,C007
S01120,C015
S01121,C020
S01122,C005
S01123,C019
S01124,C002
S01125,C008
S01126,C001
S01127,C015
S01128,C014
S01129,C003
S01130,C019
S01131,C019
S01132,C014
S01133,C008
S01134,C004
S01135,C016
S01136,C006
S01137,C010
S01138,C001
S01139,C016
S01140,C015
S01141,C005
S01142,C003
S01143,C008
S01144,C003
S01145,C014
S01146,C005
S01147,C004
S01148,C018
S01149,C006
S01150,C005
S01151,C013
S01152,C009
S01153,C003
S01154,C002
S01155,C014
S01156,C019
S01157,C005
S01158,C019
S01159,C004
S01160,C001
S01161,C009
S01162,C007
S01163,C016
S01164,C020
S01165,C019
S01166,C010
S01167,C009
S01168,C019
S01169,C014
S01170,C018
S01171,C009
S01172,C006
S01173,C004
S01174,C016
S01175,C008
S01176,C004
S01177,C016
S01178,C013
S01179,C015
S01180,C005
S01181,C010
S01182,C016
S01183,C005
S01184,C004
S01185,C015
S01186,C009
S01187,C005
S01188,C011
S01189,C019
S01190,C012
S01191,C003
S01192,C009
S01193,C015
S01194,C002
S01195,C009
S01196,C013
S01197,C001
S01198,C015
S01199,C015
S01200,C007
S01201,C012
S01202,C004
S01203,C016
S01204,C003
S01205,C001
S01206,C013
S01207,C009
S01208,C006
S01209,C003
S01210,C003
S01211,C007
S01212,C004
S01213,C020
S01214,C002
S01215,C016
S01216,C007
S01217,C007
S01218,C013
S01219,C009
S01220,C009
S01221,C020
S01222,C011
S01223,C020
S01224,C016
S01225,C009
S01226,C001
S01227,C006
S01228,C003
S01229,C019
S01230,C019
S01231,C003
S01232,C010
S01233,C019
S01234,C012
S01235,C017
S01236,C007
S01237,C012
S01238,C015
S01239,C002
S01240,C005
S01241,C017
S01242,C017
S01243,C020
S01244,C004
S01245,C005
S01246,C001
S01247,C008
S01248,C001
S01249,C007
S01250,C016
S01251,C006
S01252,C005
S01253,C020
S01254,C002
S01255,C003
S01256,C003
S01257,C015
S01258,C014
S01259,C020
S01260,C002
S01261,C010
S01262,C010
S01263,C019
S01264,C017
S01265,C002
S01266,C006
S01267,C009
S01268,C017
S01269,C005
S01270,C007
S01271,C017
S01272,C004
S01273,C003
S01274,C017
S01275,C012
S01276,C008
S01277,C017
S01278,C016
S01279,C009
S01280,C008
S01281,C015
S01282,C014
S01283,C002
S01284,C015
S01285,C019
S01286,C013
S01287,C011
S01288,C012
S01289,C005
S01290,C001
S01291,C014
S01292,C014
S01293,C013
S01294,C007
S01295,C012
S01296,C009
S01297,C012
S01298,C020
S01299,C010
S01300,C006
S01301,C015
S01302,C019
S01303,C011
S01304,C009
S01305,C002
S01306,C002
S01307,C015
S01308,C006
S01309,C006
S01310,C001
S01311,C014
S01312,C010
S01313,C020
S01314,C018
S01315,C005
S01316,C012
S01317,C016
S01318,C009
S01319,C008
S01320,C011
S01321,C007
S01322,C003
S01323,C013
S01324,C006
S01325,C010
S01326,C010
S01327,C011
S01328,C009
S01329,C005
S01330,C013
S01331,C020
S01332,C002
S01333,C019
S01334,C014
S01335,C016
S01336,C006
S01337,C008
S01338,C005
S01339,C013
S01340,C012
S01341,C019
S01342,C002
S01343,C001
S01344,C015
S01345,C012
S01346,C009
S01347,C012
S01348,C002
S01349,C015
S01350,C008
S01351,C016
S01352,C020
S01353,C019
S01354,C019
S01355,C004
S01356,C009
S01357,C011
S01358,C001
S01359,C009
S01360,C020
S01361,C020
S01362,C010
S01363,C019
S01364,C010
S01365,C003
S01366,C017
S01367,C007
S01368,C007
S01369,C013
S01370,C016
S01371,C010
S01372,C017
S01373,C001
S01374,C020
S01375,C009
S01376,C005
S01377,C005
S01378,C015
S01379,C009
S01380,C020
S01381,C010
S01382,C004
S01383,C012
S01384,C015
S01385,C013
S01386,C016
S01387,C010
S01388,C013
S01389,C005
S01390,C016
S01391,C002
S01392,C003
S01393,C008
S01394,C020
S01395,C006
S01396,C003
S01397,C016
S01398,C012
S01399,C018
S01400,C019
S01401,C006
S01402,C019
S01403,C001
S01404,C009
S01405,C010
S01406,C015
S01407,C008
S01408,C015
S01409,C020
S01410,C005
S01411,C019
S01412,C011
S01413,C017
S01414,C011
S01415,C003
S01416,C008
S01417,C003
S01418,C016
S01419,C016
S01420,C011
S01421,C008
S01422,C009
S01423,C010
S01424,C004
S01425,C001
S01426,C005
S01427,C019
S01428,C009
S01429,C007
S01430,C005
S01431,C009
S01432,C011
S01433,C009
S01434,C004
S01435,C016
S01436,C020
S01437,C005
S01438,C005
S01439,C010
S01440,C014
S01441,C012
S01442,C009
S01443,C020
S01444,C015
S01445,C016
S01446,C014
S01447,C014
S01448,C010
S01449,C014
S01450,C005
S01451,C020
S01452,C019
S01453,C007
S01454,C006
S01455,C005
S01456,C006
S01457,C016
S01458,C003
S01459,C003
S01460,C001
S01461,C011
S01462,C005
S01463,C002
S01464,C011
S01465,C004
S01466,C003
S01467,C011
S01468,C016
S01469,C012
S01470,C020
S01471,C018
S01472,C010
S01473,C006
S01474,C001
S01475,C011
S01476,C013
S01477,C018
S01478,C002
S01479,C003
S01480,C008
S01481,C011
S01482,C009
S01483,C020
S01484,C001
S01485,C003
S01486,C005
S01487,C007
S01488,C015
S01489,C016
S01490,C010
S01491,C014
S01492,C014
S01493,C002
S01494,C009
S01495,C011
S01496,C010
S01497,C019
S01498,C020
S01499,C008
S01500,C004
S01501,C011
S01502,C003
S01503,C015
S01504,C011
S01505,C015
S01506,C006
S01507,C019
S01508,C005
S01509,C009
S01510,C003
S01511,C016
S01512,C020
S01513,C004
S01514,C016
S01515,C008
S01516,C011
S01517,C006
S01518,C001
S01519,C014
S01520,C004
S01521,C014
S01522,C005
S01523,C011
S01524,C020
S01525,C007
S01526,C001
S01527,C001
S01528,C015
S01529,C014
S01530,C012
S01531,C011
S01532,C016
S01533,C003
S01534,C016
S01535,C007
S01536,C006
S01537,C018
S01538,C001
S01539,C006
S01540,C007
S01541,C003
S01542,C003
S01543,C011
S01544,C007
S01545,C016
S01546,C014
S01547,C009
S01548,C011
S01549,C005
S01550,C014
S01551,C013
S01552,C006
S01553,C020
S01554,C007
S01555,C018
S01556,C014
S01557,C015
S01558,C005
S01559,C009
S01560,C005
S01561,C015
S01562,C017
S01563,C013
S01564,C018
S01565,C020
S01566,C012
S01567,C011
S01568,C008
S01569,C020
S01570,C020
S01571,C011
S01572,C012
S01573,C019
S01574,C017
S01575,C017
S01576,C006
S01577,C019
S01578,C018
S01579,C020
S01580,C008
S01581,C014
S01582,C017
S01583,C009
S01584,C019
S01585,C011
S01586,C010
S01587,C013
S01588,C005
S01589,C003
S01590,C017
S01591,C010
S01592,C015
S01593,C002
S01594,C020
S01595,C020
S01596,C020
S01597,C002
S01598,C001
S01599,C001
S01600,C018
S01601,C005
S01602,C016
S01603,C013
S01604,C009
S01605,C020
S01606,C008
S01607,C010
S01608,C015
S01609,C002
S01610,C010
S01611,C001
S01612,C015
S01613,C012
S01614,C001
S01615,C003
S01616,C011
S01617,C020
S01618,C011
S01619,C016
S01620,C002
S01621,C010
S01622,C020
S01623,C020
S01624,C018
S01625,C005
S01626,C012
S01627,C011
S01628,C006
S01629,C001
S01630,C008
S01631,C005
S01632,C010
S01633,C007
S01634,C008
S01635,C005
S01636,C016
S01637,C002
S01638,C002
S01639,C006
S01640,C008
S01641,C019
S01642,C018
S01643,C009
S01644,C017
S01645,C001
S01646,C014
S01647,C006
S01648,C007
S01649,C018
S01650,C012
S01651,C009
S01652,C008
S01653,C003
S01654,C018
S01655,C008
S01656,C014
S01657,C015
S01658,C019
S01659,C009
S01660,C015
S01661,C008
S01662,C017
S01663,C005
S01664,C005
S01665,C017
S01666,C006
S01667,C004
S01668,C020
S01669,C005
S01670,C007
S01671,C020
S01672,C001
S01673,C005
S01674,C012
S01675,C002
S01676,C015
S01677,C009
S01678,C019
S01679,C003
S01680,C017
S01681,C017
S01682,C015
S01683,C005
S01684,C020
S01685,C020
S01686,C005
S01687,C007
S01688,C011
S01689,C016
S01690,C015
S01691,C020
S01692,C017
S01693,C018
S01694,C015
S01695,C003
S01696,C018
S01697,C006
S01698,C001
S01699,C014
S01700,C017
S01701,C019
S01702,C020
S01703,C001
S01704,C009
S01705,C001
S01706,C009
S01707,C015
S01708,C019
S01709,C010
S01710,C015
S01711,C016
S01712,C009
S01713,C005
S01714,C016
S01715,C005
S01716,C016
S01717,C004
S01718,C008
S01719,C017
S01720,C007
S01721,C015
S01722,C011
S01723,C003
S01724,C002
S01725,C010
S01726,C018
S01727,C015
S01728,C017
S01729,C002
S01730,C015
S01731,C020
S01732,C003
S01733,C003
S01734,C011
S01735,C002
S01736,C004
S01737,C003
S01738,C011
S01739,C018
S01740,C011
S01741,C004
S01742,C008
S01743,C020
S01744,C017
S01745,C012
S01746,C020
S01747,C016
S01748,C020
S01749,C002
S01750,C011
S01751,C009
S01752,C002
S01753,C003
S01754,C020
S01755,C004
S01756,C007
S01757,C020
S01758,C016
S01759,C020
S01760,C003
S01761,C006
S01762,C016
S01763,C010
S01764,C009
S01765,C020
S01766,C020
S01767,C001
S01768,C018
S01769,C013
S01770,C007
S01771,C015
S01772,C013
S01773,C014
S01774,C006
S01775,C020
S01776,C014
S01777,C014
S01778,C016
S01779,C011
S01780,C015
S01781,C009
S01782,C003
S01783,C005
S01784,C004
S01785,C005
S01786,C011
S01787,C005
S01788,C012
S01789,C002
S01790,C020
S01791,C004
S01792,C015
S01793,C014
S01794,C009
S01795,C011
S01796,C001
S01797,C001
S01798,C020
S01799,C019
S01800,C013
S01801,C013
S01802,C006
S01803,C017
S01804,C016
S01805,C012
S01806,C009
S01807,C002
S01808,C002
S01809,C018
S01810,C005
S01811,C009
S01812,C008
S01813,C011
S01814,C013
S01815,C001
S01816,C009
S01817,C003
S01818,C011
S01819,C004
S01820,C020
S01821,C001
S01822,C009
S01823,C017
S01824,C014
S01825,C013
S01826,C019
S01827,C014
S01828,C005
S01829,C017
S01830,C008
S01831,C003
S01832,C001
S01833,C005
S01834,C005
S01835,C001
S01836,C007
S01837,C016
S01838,C019
S01839,C017
S01840,C006
S01841,C016
S01842,C017
S01843,C017
S01844,C005
S01845,C003
S01846,C011
S01847,C011
S01848,C006
S01849,C015
S01850,C009
S01851,C020
S01852,C016
S01853,C014
S01854,C009
S01855,C007
S01856,C007
S01857,C018
S01858,C020
S01859,C012
S01860,C008
S01861,C004
S01862,C001
S01863,C020
S01864,C009
S01865,C019
S01866,C009
S01867,C015
S01868,C018
S01869,C005
S01870,C003
S01871,C011
S01872,C009
S01873,C007
S01874,C005
S01875,C020
S01876,C005
S01877,C014
S01878,C001
S01879,C005
S01880,C005
S01881,C009
S01882,C009
S01883,C010
S01884,C003
S01885,C004
S01886,C011
S01887,C020
S01888,C011
S01889,C010
S01890,C009
S01891,C013
S01892,C004
S01893,C001
S01894,C015
S01895,C006
S01896,C015
S01897,C009
S01898,C003
S01899,C009
S01900,C010
S01901,C008
S01902,C001
S01903,C008
S01904,C002
S01905,C004
S01906,C018
S01907,C012
S01908,C015
S01909,C015
S01910,C015
S01911,C009
S01912,C002
S01913,C007
S01914,C001
S01915,C015
S01916,C015
S01917,C006
S01918,C020
S01919,C007
S01920,C009
S01921,C014
S01922,C009
S01923,C015
S01924,C006
S01925,C014
S01926,C004
S01927,C003
S01928,C008
S01929,C005
S01930,C005
S01931,C002
S01932,C008
S01933,C016
S01934,C011
S01935,C016
S01936,C005
S01937,C017
S01938,C011
S01939,C018
S01940,C020
S01941,C005
S01942,C005
S01943,C006
S01944,C006
S01945,C009
S01946,C016
S01947,C016
S01948,C013
S01949,C007
S01950,C002
S01951,C001
S01952,C011
S01953,C007
S01954,C010
S01955,C020
S01956,C016
S01957,C014
S01958,C020
S01959,C019
S01960,C015
S01961,C020
S01962,C001
S01963,C009
S01964,C001
S01965,C011
S01966,C016
S01967,C002
S01968,C006
S01969,C001
S01970,C002
S01971,C016
S01972,C005
S01973,C012
S01974,C017
S01975,C010
S01976,C002
S01977,C008
S01978,C001
S01979,C002
S01980,C020
S01981,C008
S01982,C017
S01983,C013
S01984,C001
S01985,C001
S01986,C008
S01987,C011
S01988,C001
S01989,C015
S01990,C009
S01991,C020
S01992,C007
S01993,C003
S01994,C004
S01995,C006
S01996,C003
S01997,C019
