student_id,centre_id,distance,accessibility_penalty,preference_penalty,hardship
S00004,C007,240.707,4.667,0,98.616
S00004,C008,317.917,4.0,50,134.167
S00004,C009,338.115,3.333,50,141.913
S00004,C010,397.057,6.333,50,166.989
S00004,C011,353.507,5.0,50,148.903
S00004,C012,321.891,5.0,50,136.256
S00004,C013,354.229,3.0,50,148.192
S00004,C014,327.804,8.0,50,140.122
S00004,C015,464.993,3.333,50,192.664
S00004,C016,406.177,4.667,50,169.804
S00004,C017,335.385,2.667,50,140.487
S00004,C018,422.955,3.333,50,175.849
S00004,C019,425.289,5.667,50,177.949
S00004,C020,84.768,2.667,50,40.241
S00005,C001,218.71,5.667,50,95.317
S00005,C002,286.175,3.0,50,120.97
S00005,C003,435.401,2.333,0,175.327
S00005,C004,479.066,3.333,50,198.293
S00005,C005,594.709,6.333,50,246.05
S00005,C006,555.863,6.667,50,230.679
S00005,C007,587.568,4.667,50,242.361
S00005,C008,652.615,4.0,50,268.046
S00005,C009,766.231,3.333,50,313.159
S00005,C010,843.687,6.333,50,345.641
S00005,C011,800.578,5.0,50,327.731
S00005,C012,745.394,5.0,50,305.658
S00005,C013,747.377,3.0,50,305.451
S00005,C014,676.846,8.0,50,279.738
S00005,C015,718.312,3.333,50,293.991
S00005,C016,304.888,4.667,50,129.289
S00005,C017,172.74,2.667,50,75.429
S00005,C018,49.752,3.333,10,22.567
S00005,C019,56.245,5.667,5,25.831
S00005,C020,383.896,2.667,50,159.892
S00006,C001,363.752,5.667,50,153.334
S00006,C002,238.379,3.0,50,101.852
S00006,C003,142.15,2.333,5,58.527
S00006,C004,60.104,3.333,10,26.708
S00006,C005,92.784,6.333,50,45.28
S00006,C006,691.68,6.667,50,285.005
S00006,C007,584.801,4.667,50,241.254
S00006,C008,659.914,4.0,50,270.966
S00006,C009,618.439,3.333,50,254.042
S00006,C010,622.138,6.333,50,257.022
S00006,C011,485.99,5.0,0,196.896
S00006,C012,378.897,5.0,50,159.059
S00006,C013,329.895,3.0,50,138.458
S00006,C014,232.066,8.0,50,101.826
S00006,C015,202.196,3.333,50,87.545
S00006,C016,655.501,4.667,50,269.534
S00006,C017,516.756,2.667,50,213.036
S00006,C018,522.551,3.333,50,215.687
S00006,C019,464.084,5.667,50,193.467
S00006,C020,294.971,2.667,50,124.322
S00007,C001,631.397,5.667,50,260.392
S00007,C002,495.314,3.0,50,204.626
S00007,C003,443.945,2.333,50,183.745
S00007,C004,362.625,3.333,50,151.717
S00007,C005,324.815,6.333,50,138.093
S00007,C006,648.823,6.667,50,267.863
S00007,C007,492.834,4.667,50,204.467
S00007,C008,548.114,4.0,50,226.246
S00007,C009,418.805,3.333,50,174.189
S00007,C010,375.487,6.333,50,158.361
S00007,C011,210.519,5.0,50,91.708
S00007,C012,95.512,5.0,50,45.705
S00007,C013,26.769,3.0,10,13.208
S00007,C014,72.819,8.0,0,33.128
S00007,C015,234.846,3.333,50,100.605
S00007,C016,743.582,4.667,5,300.266
S00007,C017,652.442,2.667,50,267.31
S00007,C018,710.135,3.333,50,290.721
S00007,C019,680.507,5.667,50,280.036
S00007,C020,361.378,2.667,50,150.885
S00008,C001,138.697,5.667,0,58.312
S00008,C002,209.895,3.0,50,90.458
S00008,C003,356.006,2.333,5,144.069
S00008,C004,403.915,3.333,50,168.233
S00008,C005,519.322,6.333,50,215.895
S00008,C006,584.581,6.667,50,242.166
S00008,C007,593.287,4.667,50,244.648
S00008,C008,663.399,4.0,50,272.36
S00008,C009,756.252,3.333,50,309.167
S00008,C010,824.588,6.333,50,338.002
S00008,C011,765.934,5.0,50,313.874
S00008,C012,701.351,5.0,50,288.04
S00008,C013,695.833,3.0,50,284.833
S00008,C014,619.455,8.0,50,256.782
S00008,C015,647.799,3.333,50,265.786
S00008,C016,362.081,4.667,50,152.166
S00008,C017,211.234,2.667,50,90.827
S00008,C018,114.808,3.333,50,52.59
S00008,C019,27.743,5.667,10,14.931
S00008,C020,351.37,2.667,50,146.881
S00009,C001,447.424,5.667,50,186.803
S00009,C002,339.138,3.0,50,142.155
S00009,C003,201.454,2.333,50,86.748
S00009,C004,146.39,3.333,50,65.223
S00009,C005,33.024,6.333,10,17.376
S00009,C006,812.232,6.667,50,333.226
S00009,C007,696.912,4.667,50,286.098
S00009,C008,769.896,4.0,50,314.958
S00009,C009,706.169,3.333,50,289.134
S00009,C010,692.728,6.333,50,285.258
S00009,C011,539.742,5.0,50,223.397
S00009,C012,425.189,5.0,50,177.576
S00009,C013,357.884,3.0,50,149.654
S00009,C014,263.837,8.0,0,109.535
S00009,C015,138.51,3.333,50,62.071
S00009,C016,780.205,4.667,50,319.415
S00009,C017,638.763,2.667,50,261.839
S00009,C018,635.231,3.333,50,260.759
S00009,C019,569.818,5.667,5,231.261
S00009,C020,418.475,2.667,50,173.723
S00010,C001,362.167,5.667,50,152.7
S00010,C002,333.22,3.0,50,139.788
S00010,C003,473.954,2.333,50,195.748
S00010,C004,478.63,3.333,50,198.119
S00010,C005,583.067,6.333,50,241.393
S00010,C006,328.07,6.667,50,139.561
S00010,C007,356.9,4.667,50,150.093
S00010,C008,419.604,4.0,50,174.842
S00010,C009,547.268,3.333,50,225.574
S00010,C010,635.764,6.333,50,262.472
S00010,C011,623.033,5.0,50,256.713
S00010,C012,593.716,5.0,50,244.986
S00010,C013,618.043,3.0,50,253.717
S00010,C014,572.012,8.0,50,237.805
S00010,C015,668.009,3.333,50,273.87
S00010,C016,164.122,4.667,0,67.982
S00010,C017,69.569,2.667,5,29.661
S00010,C018,188.549,3.333,50,82.086
S00010,C019,238.022,5.667,10,99.042
S00010,C020,239.021,2.667,50,101.942
S00011,C001,178.389,5.667,50,79.189
S00011,C002,106.029,3.0,10,44.912
S00011,C003,68.634,2.333,0,28.62
S00011,C004,143.367,3.333,50,64.013
S00011,C005,245.635,6.333,5,101.921
S00011,C006,716.848,6.667,50,295.073
S00011,C007,652.945,4.667,50,268.511
S00011,C008,730.989,4.0,50,299.396
S00011,C009,742.585,3.333,50,303.701
S00011,C010,771.16,6.333,50,316.631
S00011,C011,657.506,5.0,50,270.502
S00011,C012,560.582,5.0,50,231.733
S00011,C013,523.195,3.0,50,215.778
S00011,C014,428.135,8.0,50,180.254
S00011,C015,391.469,3.333,50,163.254
S00011,C016,593.76,4.667,50,244.837
S00011,C017,436.432,2.667,50,180.906
S00011,C018,396.298,3.333,50,165.186
S00011,C019,318.89,5.667,50,135.389
S00011,C020,338.839,2.667,50,141.869
S00012,C001,785.6,5.667,50,322.073
S00012,C002,660.338,3.0,50,270.635
S00012,C003,673.888,2.333,50,275.722
S00012,C004,603.478,3.333,50,248.058
S00012,C005,607.256,6.333,50,251.069
S00012,C006,475.332,6.667,50,198.466
S00012,C007,309.543,4.667,50,131.151
S00012,C008,324.925,4.0,50,136.97
S00012,C009,130.444,3.333,10,54.844
S00012,C010,67.945,6.333,0,30.345
S00012,C011,115.748,5.0,5,49.299
S00012,C012,217.423,5.0,50,94.469
S00012,C013,299.081,3.0,50,126.132
S00012,C014,369.378,8.0,50,156.751
S00012,C015,544.483,3.333,50,224.46
S00012,C016,685.824,4.667,50,281.663
S00012,C017,661.864,2.667,50,271.079
S00012,C018,761.9,3.333,50,311.427
S00012,C019,768.195,5.667,50,315.111
S00012,C020,420.251,2.667,50,174.434
S00013,C001,512.944,5.667,50,213.011
S00013,C002,394.842,3.0,50,164.437
S00013,C003,271.079,2.333,50,114.598
S00013,C004,202.273,3.333,0,82.576
S00013,C005,95.024,6.333,50,46.176
S00013,C006,806.722,6.667,50,331.022
S00013,C007,678.814,4.667,50,278.859
S00013,C008,748.324,4.0,50,306.33
S00013,C009,664.377,3.333,50,272.417
S00013,C010,639.657,6.333,50,264.029
S00013,C011,479.815,5.0,50,199.426
S00013,C012,364.298,5.0,50,153.219
S00013,C013,291.067,3.0,50,122.927
S00013,C014,204.22,8.0,50,90.688
S00013,C015,56.802,3.333,10,25.387
S00013,C016,804.838,4.667,5,324.769
S00013,C017,672.019,2.667,50,275.141
S00013,C018,682.011,3.333,50,279.471
S00013,C019,622.887,5.667,50,256.988
S00013,C020,425.631,2.667,50,176.586
S00014,C001,829.77,5.667,50,339.741
S00014,C002,709.81,3.0,50,290.424
S00014,C003,736.304,2.333,50,300.688
S00014,C004,669.283,3.333,50,274.38
S00014,C005,680.706,6.333,50,280.449
S00014,C006,441.216,6.667,50,184.82
S00014,C007,284.877,4.667,50,121.284
S00014,C008,281.015,4.0,50,119.406
S00014,C009,73.703,3.333,5,31.648
S00014,C010,42.825,6.333,0,20.297
S00014,C011,196.134,5.0,50,85.954
S00014,C012,298.806,5.0,10,123.022
S00014,C013,380.53,3.0,50,158.712
S00014,C014,448.052,8.0,50,188.221
S00014,C015,624.102,3.333,50,256.307
S00014,C016,679.334,4.667,50,279.067
S00014,C017,674.593,2.667,50,276.171
S00014,C018,782.303,3.333,50,319.588
S00014,C019,797.262,5.667,50,326.738
S00014,C020,458.659,2.667,50,189.797
S00015,C001,177.165,5.667,50,78.699
S00015,C002,77.953,3.0,0,32.681
S00015,C003,76.583,2.333,50,36.8
S00015,C004,134.341,3.333,50,60.403
S00015,C005,245.147,6.333,50,106.225
S00015,C006,681.217,6.667,5,276.32
S00015,C007,616.649,4.667,50,253.993
S00015,C008,694.691,4.0,50,284.876
S00015,C009,708.171,3.333,50,289.935
S00015,C010,738.9,6.333,50,303.727
S00015,C011,628.87,5.0,50,259.048
S00015,C012,534.554,5.0,50,221.322
S00015,C013,500.933,3.0,50,206.873
S00015,C014,407.709,8.0,50,172.084
S00015,C015,385.67,3.333,10,156.935
S00015,C016,564.356,4.667,50,233.076
S00015,C017,408.384,2.667,50,169.687
S00015,C018,376.226,3.333,50,157.157
S00015,C019,302.766,5.667,50,128.94
S00015,C020,302.61,2.667,50,127.377
S00016,C001,10.289,5.667,0,6.949
S00016,C002,131.021,3.0,50,58.908
S00016,C003,246.905,2.333,10,100.929
S00016,C004,310.086,3.333,50,130.701
S00016,C005,421.102,6.333,50,176.607
S00016,C006,670.67,6.667,50,276.601
S00016,C007,649.818,4.667,50,267.261
S00016,C008,724.91,4.0,50,296.964
S00016,C009,785.396,3.333,50,320.825
S00016,C010,837.706,6.333,50,343.249
S00016,C011,753.509,5.0,50,308.904
S00016,C012,672.861,5.0,50,276.644
S00016,C013,652.389,3.0,50,267.456
S00016,C014,565.488,8.0,50,235.195
S00016,C015,561.241,3.333,50,231.163
S00016,C016,481.155,4.667,5,195.295
S00016,C017,323.27,2.667,50,135.641
S00016,C018,244.978,3.333,50,104.658
S00016,C019,158.703,5.667,50,71.315
S00016,C020,363.148,2.667,50,151.593
S00017,C001,130.261,5.667,50,59.938
S00017,C002,215.762,3.0,5,88.305
S00017,C003,357.911,2.333,50,149.331
S00017,C004,409.496,3.333,50,170.465
S00017,C005,524.443,6.333,50,217.944
S00017,C006,605.898,6.667,50,250.693
S00017,C007,615.036,4.667,50,253.348
S00017,C008,685.197,4.0,50,281.079
S00017,C009,777.234,3.333,50,317.56
S00017,C010,844.728,6.333,50,346.058
S00017,C011,784.026,5.0,50,321.11
S00017,C012,717.735,5.0,50,294.594
S00017,C013,710.451,3.0,50,290.68
S00017,C014,632.519,8.0,50,262.008
S00017,C015,655.629,3.333,50,268.918
S00017,C016,379.68,4.667,50,159.205
S00017,C017,230.969,2.667,50,98.721
S00017,C018,128.327,3.333,50,57.997
S00017,C019,43.216,5.667,10,21.12
S00017,C020,370.502,2.667,0,149.534
S00018,C001,696.956,5.667,50,286.616
S00018,C002,644.999,3.0,50,264.5
S00018,C003,762.926,2.333,50,311.337
S00018,C004,741.265,3.333,50,303.173
S00018,C005,822.167,6.333,50,337.033
S00018,C006,54.245,6.667,5,25.531
S00018,C007,222.496,4.667,50,96.332
S00018,C008,213.576,4.0,0,87.43
S00018,C009,419.486,3.333,50,174.461
S00018,C010,535.094,6.333,50,222.204
S00018,C011,614.769,5.0,50,253.408
S00018,C012,648.148,5.0,50,266.759
S00018,C013,708.037,3.0,50,289.715
S00018,C014,708.826,8.0,50,292.53
S00018,C015,857.904,3.333,50,349.828
S00018,C016,279.444,4.667,50,119.111
S00018,C017,385.272,2.667,10,156.442
S00018,C018,507.518,3.333,50,209.674
S00018,C019,572.141,5.667,50,236.69
S00018,C020,436.876,2.667,50,181.084
S00019,C001,693.615,5.667,50,285.279
S00019,C002,639.804,3.0,50,262.422
S00019,C003,756.46,2.333,50,308.751
S00019,C004,733.927,3.333,50,300.237
S00019,C005,814.03,6.333,50,333.779
S00019,C006,43.478,6.667,0,20.725
S00019,C007,211.727,4.667,50,92.024
S00019,C008,203.502,4.0,10,84.401
S00019,C009,409.119,3.333,50,170.314
S00019,C010,524.66,6.333,50,218.031
S00019,C011,604.002,5.0,50,249.101
S00019,C012,637.581,5.0,50,262.532
S00019,C013,697.677,3.0,50,285.571
S00019,C014,698.977,8.0,50,288.591
S00019,C015,848.662,3.333,50,346.131
S00019,C016,282.505,4.667,5,115.835
S00019,C017,384.388,2.667,50,160.089
S00019,C018,507.204,3.333,50,209.548
S00019,C019,570.649,5.667,50,236.093
S00019,C020,429.143,2.667,50,177.991
S00020,C001,76.86,5.667,50,38.577
S00020,C002,73.2,3.0,5,31.28
S00020,C003,170.957,2.333,50,74.549
S00020,C004,234.552,3.333,50,100.487
S00020,C005,344.906,6.333,50,146.129
S00020,C006,674.868,6.667,50,278.281
S00020,C007,634.876,4.667,50,261.284
S00020,C008,711.857,4.0,50,291.743
S00020,C009,752.689,3.333,50,307.742
S00020,C010,796.118,6.333,50,326.614
S00020,C011,700.686,5.0,50,287.774
S00020,C012,614.006,5.0,50,253.102
S00020,C013,587.982,3.0,50,241.693
S00020,C014,498.175,8.0,50,208.27
S00020,C015,485.877,3.333,50,201.017
S00020,C016,516.015,4.667,50,213.739
S00020,C017,356.485,2.667,10,144.927
S00020,C018,299.525,3.333,50,126.477
S00020,C019,218.147,5.667,50,95.092
S00020,C020,331.792,2.667,0,134.05
S00021,C001,204.272,5.667,50,89.542
S00021,C002,226.718,3.0,50,97.187
S00021,C003,379.676,2.333,50,158.037
S00021,C004,412.103,3.333,50,171.508
S00021,C005,526.907,6.333,50,218.929
S00021,C006,499.099,6.667,50,207.973
S00021,C007,512.097,4.667,50,212.172
S00021,C008,580.725,4.0,0,234.29
S00021,C009,682.59,3.333,50,279.703
S00021,C010,756.741,6.333,50,310.863
S00021,C011,710.617,5.0,50,291.747
S00021,C012,655.657,5.0,50,269.763
S00021,C013,659.168,3.0,50,270.167
S00021,C014,591.043,8.0,50,245.417
S00021,C015,642.515,3.333,50,263.673
S00021,C016,286.378,4.667,50,121.885
S00021,C017,129.689,2.667,50,58.209
S00021,C018,78.323,3.333,10,33.996
S00021,C019,69.241,5.667,5,31.03
S00021,C020,293.847,2.667,50,123.872
S00022,C001,154.313,5.667,5,65.059
S00022,C002,38.85,3.0,50,22.04
S00022,C003,181.41,2.333,50,78.731
S00022,C004,209.656,3.333,50,90.529
S00022,C005,324.977,6.333,0,133.157
S00022,C006,580.758,6.667,50,240.637
S00022,C007,531.856,4.667,50,220.076
S00022,C008,609.22,4.0,50,250.688
S00022,C009,648.334,3.333,50,266.0
S00022,C010,694.406,6.333,50,285.929
S00022,C011,606.363,5.0,50,250.045
S00022,C012,526.496,5.0,50,218.098
S00022,C013,509.486,3.0,50,210.294
S00022,C014,426.51,8.0,50,179.604
S00022,C015,448.095,3.333,50,185.905
S00022,C016,453.803,4.667,50,188.855
S00022,C017,298.722,2.667,50,125.822
S00022,C018,279.202,3.333,10,114.347
S00022,C019,217.508,5.667,50,94.837
S00022,C020,226.967,2.667,50,97.12
S00023,C001,654.852,5.667,50,269.774
S00023,C002,589.84,3.0,50,242.436
S00023,C003,698.718,2.333,50,285.654
S00023,C004,671.503,3.333,50,275.268
S00023,C005,747.482,6.333,50,307.159
S00023,C006,34.053,6.667,0,16.955
S00023,C007,142.391,4.667,10,60.29
S00023,C008,152.134,4.0,5,63.354
S00023,C009,349.154,3.333,50,146.328
S00023,C010,463.021,6.333,50,193.375
S00023,C011,533.295,5.0,50,220.818
S00023,C012,564.127,5.0,50,233.151
S00023,C013,623.849,3.0,50,256.04
S00023,C014,625.825,8.0,50,259.33
S00023,C015,777.37,3.333,50,317.615
S00023,C016,293.132,4.667,50,124.586
S00023,C017,365.06,2.667,50,152.357
S00023,C018,489.808,3.333,50,202.59
S00023,C019,544.71,5.667,50,225.717
S00023,C020,365.558,2.667,50,152.557
S00024,C001,260.021,5.667,50,111.842
S00024,C002,157.655,3.0,50,69.562
S00024,C003,21.142,2.333,50,14.623
S00024,C004,61.214,3.333,5,26.652
S00024,C005,161.552,6.333,50,72.787
S00024,C006,720.389,6.667,10,292.489
S00024,C007,637.632,4.667,50,262.386
S00024,C008,715.235,4.0,50,293.094
S00024,C009,703.763,3.333,50,288.172
S00024,C010,721.113,6.333,50,296.612
S00024,C011,596.055,5.0,50,245.922
S00024,C012,493.506,5.0,50,204.902
S00024,C013,449.467,3.0,50,186.287
S00024,C014,352.405,8.0,50,149.962
S00024,C015,306.444,3.333,50,129.244
S00024,C016,631.831,4.667,50,260.066
S00024,C017,479.811,2.667,50,198.258
S00024,C018,457.874,3.333,50,189.816
S00024,C019,386.907,5.667,50,162.596
S00024,C020,326.094,2.667,0,131.771
S00025,C001,896.516,5.667,50,366.44
S00025,C002,774.232,3.0,50,316.193
S00025,C003,792.932,2.333,50,323.339
S00025,C004,723.034,3.333,50,295.88
S00025,C005,725.809,6.333,50,298.49
S00025,C006,503.952,6.667,50,209.914
S00025,C007,352.894,4.667,50,148.491
S00025,C008,341.028,4.0,50,143.411
S00025,C009,138.747,3.333,10,58.165
S00025,C010,52.205,6.333,5,24.549
S00025,C011,213.534,5.0,50,92.914
S00025,C012,326.651,5.0,50,138.16
S00025,C013,406.575,3.0,50,169.13
S00025,C014,484.191,8.0,50,202.676
S00025,C015,656.858,3.333,50,269.41
S00025,C016,749.799,4.667,50,307.253
S00025,C017,746.732,2.667,50,305.026
S00025,C018,854.142,3.333,50,348.323
S00025,C019,868.025,5.667,50,355.043
S00025,C020,526.742,2.667,0,212.03
S00026,C001,563.012,5.667,50,233.038
S00026,C002,429.53,3.0,50,178.312
S00026,C003,352.06,2.333,50,146.991
S00026,C004,270.134,3.333,50,114.72
S00026,C005,214.876,6.333,50,94.117
S00026,C006,700.812,6.667,50,288.658
S00026,C007,557.19,4.667,50,230.209
S00026,C008,620.703,4.0,50,255.281
S00026,C009,515.674,3.333,50,212.936
S00026,C010,483.833,6.333,50,201.7
S00026,C011,322.616,5.0,50,136.546
S00026,C012,207.097,5.0,50,90.339
S00026,C013,135.751,3.0,50,60.8
S00026,C014,49.451,8.0,0,23.78
S00026,C015,127.622,3.333,10,53.715
S00026,C016,751.146,4.667,50,307.792
S00026,C017,639.927,2.667,50,262.304
S00026,C018,678.524,3.333,50,278.076
S00026,C019,636.357,5.667,50,262.376
S00026,C020,359.0,2.667,5,145.433
S00027,C001,434.864,5.667,50,181.779
S00027,C002,319.458,3.0,50,134.283
S00027,C003,380.155,2.333,50,158.229
S00027,C004,335.84,3.333,50,141.003
S00027,C005,401.142,6.333,50,168.623
S00027,C006,381.517,6.667,50,160.94
S00027,C007,273.832,4.667,50,116.866
S00027,C008,350.817,4.0,10,143.327
S00027,C009,361.461,3.333,50,151.251
S00027,C010,413.098,6.333,50,173.406
S00027,C011,355.734,5.0,50,149.794
S00027,C012,313.26,5.0,0,127.804
S00027,C013,338.418,3.0,50,141.867
S00027,C014,304.35,8.0,50,130.74
S00027,C015,435.412,3.333,50,180.831
S00027,C016,422.645,4.667,50,176.391
S00027,C017,339.999,2.667,5,137.833
S00027,C018,419.349,3.333,50,174.406
S00027,C019,414.907,5.667,50,173.796
S00027,C020,64.429,2.667,50,32.105
S00028,C001,936.264,5.667,50,382.339
S00028,C002,813.455,3.0,50,331.882
S00028,C003,829.772,2.333,50,338.075
S00028,C004,758.942,3.333,50,310.243
S00028,C005,758.462,6.333,50,311.551
S00028,C006,535.433,6.667,50,222.507
S00028,C007,388.307,4.667,5,158.156
S00028,C008,371.641,4.0,50,155.656
S00028,C009,174.586,3.333,50,76.501
S00028,C010,90.512,6.333,0,39.371
S00028,C011,239.397,5.0,50,103.259
S00028,C012,354.383,5.0,50,149.253
S00028,C013,432.704,3.0,50,179.582
S00028,C014,513.992,8.0,50,214.597
S00028,C015,684.549,3.333,10,276.486
S00028,C016,786.665,4.667,50,321.999
S00028,C017,786.128,2.667,50,320.785
S00028,C018,894.046,3.333,50,364.285
S00028,C019,908.231,5.667,50,371.126
S00028,C020,566.788,2.667,50,233.049
S00029,C001,753.172,5.667,50,309.102
S00029,C002,649.782,3.0,50,266.413
S00029,C003,711.092,2.333,50,290.603
S00029,C004,657.714,3.333,50,269.752
S00029,C005,697.814,6.333,50,287.292
S00029,C006,269.511,6.667,5,111.638
S00029,C007,123.613,4.667,50,56.779
S00029,C008,109.401,4.0,0,45.76
S00029,C009,98.426,3.333,50,46.037
S00029,C010,214.32,6.333,50,93.895
S00029,C011,320.704,5.0,10,131.782
S00029,C012,389.139,5.0,50,163.156
S00029,C013,465.235,3.0,50,192.594
S00029,C014,503.799,8.0,50,210.52
S00029,C015,677.767,3.333,50,277.773
S00029,C016,523.557,4.667,50,216.756
S00029,C017,543.533,2.667,50,223.747
S00029,C018,660.651,3.333,50,270.927
S00029,C019,690.428,5.667,50,284.005
S00029,C020,388.42,2.667,50,161.701
S00030,C001,769.226,5.667,50,315.524
S00030,C002,709.919,3.0,50,290.468
S00030,C003,820.637,2.333,50,334.421
S00030,C004,793.056,3.333,50,323.889
S00030,C005,867.104,6.333,50,355.008
S00030,C006,90.387,6.667,50,44.488
S00030,C007,224.838,4.667,50,97.269
S00030,C008,187.924,4.0,0,77.17
S00030,C009,392.956,3.333,50,163.849
S00030,C010,508.795,6.333,50,211.685
S00030,C011,608.682,5.0,50,250.973
S00030,C012,655.853,5.0,50,269.841
S00030,C013,721.821,3.0,50,295.228
S00030,C014,733.316,8.0,5,297.826
S00030,C015,890.763,3.333,50,362.972
S00030,C016,359.529,4.667,10,147.145
S00030,C017,463.614,2.667,50,191.779
S00030,C018,586.646,3.333,50,241.325
S00030,C019,649.336,5.667,50,267.568
S00030,C020,487.075,2.667,50,201.163
S00031,C001,325.587,5.667,50,138.068
S00031,C002,252.676,3.0,50,107.57
S00031,C003,102.299,2.333,10,43.086
S00031,C004,130.25,3.333,5,54.267
S00031,C005,149.625,6.333,50,68.017
S00031,C006,826.233,6.667,50,338.827
S00031,C007,738.028,4.667,0,297.545
S00031,C008,815.079,4.0,50,333.032
S00031,C009,789.294,3.333,50,322.384
S00031,C010,795.731,6.333,50,326.459
S00031,C011,657.686,5.0,50,270.574
S00031,C012,548.047,5.0,50,226.719
S00031,C013,491.577,3.0,50,203.131
S00031,C014,393.252,8.0,50,166.301
S00031,C015,296.16,3.333,50,125.131
S00031,C016,736.045,4.667,50,301.751
S00031,C017,581.865,2.667,50,239.079
S00031,C018,549.379,3.333,50,226.418
S00031,C019,472.449,5.667,50,196.813
S00031,C020,429.832,2.667,50,178.266
S00032,C001,476.869,5.667,50,198.581
S00032,C002,444.917,3.0,50,184.467
S00032,C003,580.398,2.333,50,238.326
S00032,C004,576.933,3.333,50,237.44
S00032,C005,675.126,6.333,50,278.217
S00032,C006,228.475,6.667,0,94.723
S00032,C007,301.28,4.667,50,127.845
S00032,C008,349.158,4.0,50,146.663
S00032,C009,510.181,3.333,10,206.739
S00032,C010,611.492,6.333,50,252.763
S00032,C011,630.091,5.0,50,259.536
S00032,C012,621.79,5.0,50,256.216
S00032,C013,659.439,3.0,50,270.276
S00032,C014,628.668,8.0,50,260.467
S00032,C015,745.005,3.333,50,304.669
S00032,C016,106.386,4.667,50,49.888
S00032,C017,156.995,2.667,5,64.631
S00032,C018,280.023,3.333,50,118.676
S00032,C019,344.27,5.667,50,145.541
S00032,C020,302.441,2.667,50,127.31
S00033,C001,46.553,5.667,0,21.455
S00033,C002,92.202,3.0,5,38.881
S00033,C003,218.953,2.333,50,93.748
S00033,C004,276.853,3.333,50,117.408
S00033,C005,389.774,6.333,50,164.076
S00033,C006,647.206,6.667,50,267.216
S00033,C007,618.987,4.667,50,254.928
S00033,C008,694.828,4.0,50,284.931
S00033,C009,749.524,3.333,50,306.476
S00033,C010,799.945,6.333,50,328.145
S00033,C011,714.172,5.0,50,293.169
S00033,C012,633.265,5.0,50,260.806
S00033,C013,613.118,3.0,50,251.747
S00033,C014,526.746,8.0,50,219.698
S00033,C015,527.168,3.333,50,217.534
S00033,C016,472.878,4.667,50,196.485
S00033,C017,313.484,2.667,50,131.727
S00033,C018,249.611,3.333,50,106.511
S00033,C019,167.315,5.667,10,70.759
S00033,C020,326.909,2.667,50,137.097
S00034,C001,653.625,5.667,5,264.783
S00034,C002,517.527,3.0,50,213.511
S00034,C003,471.895,2.333,50,194.925
