student_id,centre_id
S00934,C008
S00935,C013
S00936,C005
S00937,C008
S00938,C016
S00939,C016
S00940,C008
S00941,C016
S00942,C002
S00943,C005
S00944,C002
S00945,C005
S00946,C012
S00947,C012
S00948,C012
S00949,C002
S00950,C005
S00951,C005
S00952,C013
S00953,C005
S00954,C008
S00955,C005
S00956,C005
S00957,C005
S00958,C013
S00959,C002
S00960,C005
S00961,C012
S00962,C005
S00963,C005
S00964,C005
S00965,C013
S00966,C008
S00967,C013
S00968,C013
S00969,C013
S00970,C016
S00971,C012
S00972,C008
S00973,C016
S00974,C002
S00975,C013
S00976,C012
S00977,C008
S00978,C012
S00979,C013
S00980,C002
S00981,C008
S00982,C002
S00983,C016
S00984,C005
S00985,C008
S00986,C013
S00987,C005
S00988,C008
S00989,C005
S00990,C005
S00991,C005
S00992,C016
S00993,C002
S00994,C013
S00995,C013
S00996,C008
S00997,C013
S00998,C005
S00999,C013
S01000,C008
S01001,C005
S01002,C008
S01003,C012
S01004,C016
S01005,C008
S01006,C008
S01007,C008
S01008,C016
S01009,C002
S01010,C008
S01011,C005
S01012,C002
S01013,C016
S01014,C013
S01015,C008
S01016,C002
S01017,C002
S01018,C016
S01019,C002
S01020,C013
S01021,C013
S01022,C005
S01023,C012
S01024,C016
S01025,C016
S01026,C008
S01027,C012
S01028,C012
S01029,C002
S01030,C016
S01031,C012
S01032,C008
S01033,C016
S01034,C002
S01035,C013
S01036,C005
S01037,C008
S01038,C008
S01039,C005
S01040,C016
S01041,C016
S01042,C016
S01043,C013
S01044,C016
S01045,C005
S01046,C016
S01047,C002
S01048,C002
S01049,C008
S01050,C002
S01051,C002
S01052,C005
S01053,C013
S01054,C013
S01055,C005
S01056,C008
S01057,C002
S01058,C013
S01059,C008
S01060,C005
S01061,C016
S01062,C013
S01063,C012
S01064,C005
S01065,C016
S01066,C008
S01067,C005
S01068,C002
S01069,C005
S01070,C012
S01071,C008
S01072,C012
S01073,C016
S01074,C002
S01075,C002
S01076,C005
S01077,C013
S01078,C013
S01079,C016
S01080,C005
S01081,C005
S01082,C005
S01083,C012
S01084,C005
S01085,C008
S01086,C005
S01087,C002
S01088,C012
S01089,C002
S01090,C012
S01091,C013
S01092,C002
S01093,C012
S01094,C016
S01095,C012
S01096,C002
S01097,C005
S01098,C008
S01099,C008
S01100,C008
S01101,C005
S01102,C005
S01103,C002
S01104,C012
S01105,C005
S01106,C008
S01107,C008
S01108,C013
S01109,C008
S01110,C013
S01111,C016
S01112,C005
S01113,C002
S01114,C013
S01115,C016
S01116,C016
S01117,C002
S01118,C012
S01119,C008
S01120,C013
S01121,C013
S01122,C016
S01123,C002
S01124,C016
S01125,C016
S01126,C013
S01127,C008
S01128,C008
S01129,C005
S01130,C008
S01131,C008
S01132,C013
S01133,C008
S01134,C016
S01135,C013
S01136,C008
S01137,C016
S01138,C002
S01139,C002
S01140,C013
S01141,C005
S01142,C002
S01143,C012
S01144,C002
S01145,C002
S01146,C002
S01147,C002
S01148,C002
S01149,C012
S01150,C002
S01151,C002
S01152,C013
S01153,C008
S01154,C016
S01155,C008
S01156,C008
S01157,C002
S01158,C005
S01159,C002
S01160,C016
S01161,C002
S01162,C012
S01163,C005
S01164,C008
S01165,C013
S01166,C008
S01167,C002
S01168,C013
S01169,C013
S01170,C005
S01171,C008
S01172,C013
S01173,C002
S01174,C002
S01175,C005
S01176,C016
S01177,C005
S01178,C002
S01179,C005
S01180,C005
S01181,C005
S01182,C005
S01183,C002
S01184,C005
S01185,C005
S01186,C016
S01187,C005
S01188,C002
S01189,C002
S01190,C016
S01191,C008
S01192,C013
S01193,C016
S01194,C002
S01195,C013
S01196,C016
S01197,C002
S01198,C013
S01199,C008
S01200,C012
S01201,C016
S01202,C016
S01203,C013
S01204,C013
S01205,C002
S01206,C012
S01207,C002
S01208,C008
S01209,C008
S01210,C008
S01211,C016
S01212,C008
S01213,C016
S01214,C008
S01215,C013
S01216,C008
S01217,C013
S01218,C008
S01219,C016
S01220,C012
S01221,C013
S01222,C005
S01223,C016
S01224,C005
S01225,C016
S01226,C005
S01227,C013
S01228,C012
S01229,C012
S01230,C005
S01231,C008
S01232,C008
S01233,C016
S01234,C002
S01235,C013
S01236,C008
S01237,C008
S01238,C012
S01239,C016
S01240,C008
S01241,C012
S01242,C005
S01243,C002
S01244,C016
S01245,C005
S01246,C012
S01247,C008
S01248,C013
S01249,C013
S01250,C002
S01251,C008
S01252,C012
S01253,C002
S01254,C002
S01255,C008
S01256,C012
S01257,C008
S01258,C016
S01259,C013
S01260,C002
S01261,C005
S01262,C005
S01263,C016
S01264,C016
S01265,C012
S01266,C008
S01267,C008
S01268,C012
S01269,C005
S01270,C002
S01271,C005
S01272,C002
S01273,C002
S01274,C008
S01275,C016
S01276,C016
S01277,C013
S01278,C012
S01279,C016
S01280,C002
S01281,C002
S01282,C002
S01283,C002
S01284,C016
S01285,C008
S01286,C002
S01287,C016
S01288,C008
S01289,C002
S01290,C008
S01291,C008
S01292,C013
S01293,C016
S01294,C002
S01295,C012
S01296,C008
S01297,C005
S01298,C002
S01299,C008
S01300,C005
S01301,C016
S01302,C013
S01303,C013
S01304,C008
S01305,C016
S01306,C013
S01307,C013
S01308,C013
S01309,C005
S01310,C013
S01311,C012
S01312,C012
S01313,C005
S01314,C008
S01315,C016
S01316,C005
S01317,C002
S01318,C016
S01319,C002
S01320,C005
S01321,C002
S01322,C005
S01323,C005
S01324,C013
S01325,C002
S01326,C005
S01327,C002
S01328,C013
S01329,C013
S01330,C005
S01331,C008
S01332,C008
S01333,C008
S01334,C008
S01335,C002
S01336,C005
S01337,C002
S01338,C013
S01339,C012
S01340,C005
S01341,C012
S01342,C002
S01343,C002
S01344,C016
S01345,C012
S01346,C012
S01347,C013
S01348,C013
S01349,C012
S01350,C013
S01351,C005
S01352,C013
S01353,C012
S01354,C008
S01355,C008
S01356,C013
S01357,C008
S01358,C002
S01359,C008
S01360,C002
S01361,C016
S01362,C012
S01363,C013
S01364,C013
S01365,C016
S01366,C012
S01367,C012
S01368,C012
S01369,C005
S01370,C005
S01371,C005
S01372,C002
S01373,C005
S01374,C016
S01375,C013
S01376,C002
S01377,C002
S01378,C002
S01379,C013
S01380,C008
S01381,C012
S01382,C002
S01383,C016
S01384,C013
S01385,C005
S01386,C008
S01387,C008
S01388,C012
S01389,C002
S01390,C012
S01391,C008
S01392,C013
S01393,C013
S01394,C002
S01395,C005
S01396,C008
S01397,C002
S01398,C012
S01399,C005
S01400,C002
S01401,C012
S01402,C012
S01403,C012
S01404,C013
S01405,C016
S01406,C002
S01407,C008
S01408,C002
S01409,C012
S01410,C005
S01411,C013
S01412,C005
S01413,C016
S01414,C013
S01415,C013
S01416,C013
S01417,C016
S01418,C008
S01419,C008
S01420,C013
S01421,C002
S01422,C016
S01423,C012
S01424,C012
S01425,C002
S01426,C013
S01427,C008
S01428,C008
S01429,C016
S01430,C013
S01431,C005
S01432,C008
S01433,C016
S01434,C002
S01435,C012
S01436,C005
S01437,C016
S01438,C002
S01439,C013
S01440,C005
S01441,C005
S01442,C013
S01443,C008
S01444,C016
S01445,C013
S01446,C016
S01447,C012
S01448,C005
S01449,C013
S01450,C013
S01451,C002
S01452,C005
S01453,C005
S01454,C013
S01455,C008
S01456,C002
S01457,C016
S01458,C012
S01459,C013
S01460,C005
S01461,C016
S01462,C008
S01463,C008
S01464,C012
S01465,C012
S01466,C002
S01467,C005
S01468,C012
S01469,C002
S01470,C013
S01471,C005
S01472,C012
S01473,C005
S01474,C013
S01475,C012
S01476,C005
S01477,C012
S01478,C012
S01479,C013
S01480,C012
S01481,C008
S01482,C002
S01483,C005
S01484,C005
S01485,C002
S01486,C008
S01487,C008
S01488,C016
S01489,C005
S01490,C005
S01491,C005
S01492,C016
S01493,C013
S01494,C012
S01495,C002
S01496,C013
S01497,C002
S01498,C013
S01499,C008
S01500,C002
S01501,C016
S01502,C002
S01503,C002
S01504,C008
S01505,C008
S01506,C002
S01507,C013
S01508,C016
S01509,C002
S01510,C008
S01511,C005
S01512,C016
S01513,C012
S01514,C002
S01515,C016
S01516,C005
S01517,C008
S01518,C013
S01519,C005
S01520,C002
S01521,C005
S01522,C012
S01523,C002
S01524,C016
S01525,C008
S01526,C016
S01527,C016
S01528,C008
S01529,C008
S01530,C008
S01531,C012
S01532,C005
S01533,C016
S01534,C002
S01535,C002
S01536,C008
S01537,C013
S01538,C002
S01539,C016
S01540,C012
S01541,C005
S01542,C012
S01543,C002
S01544,C013
S01545,C005
S01546,C013
S01547,C016
S01548,C002
S01549,C016
S01550,C002
S01551,C013
S01552,C005
S01553,C002
S01554,C008
S01555,C002
S01556,C005
S01557,C012
S01558,C002
S01559,C008
S01560,C013
S01561,C002
S01562,C016
S01563,C002
S01564,C005
S01565,C012
S01566,C005
S01567,C002
S01568,C008
S01569,C013
S01570,C008
S01571,C016
S01572,C013
S01573,C002
S01574,C013
S01575,C002
S01576,C016
S01577,C008
S01578,C008
S01579,C012
S01580,C005
S01581,C008
S01582,C016
S01583,C008
S01584,C002
S01585,C005
S01586,C002
S01587,C012
S01588,C002
S01589,C016
S01590,C002
S01591,C008
S01592,C002
S01593,C008
S01594,C005
S01595,C008
S01596,C012
S01597,C005
S01598,C008
S01599,C016
S01600,C005
S01601,C002
S01602,C016
S01603,C008
S01604,C008
S01605,C016
S01606,C005
S01607,C013
S01608,C002
S01609,C002
S01610,C005
S01611,C002
S01612,C016
S01613,C012
S01614,C013
S01615,C012
S01616,C002
S01617,C012
S01618,C002
S01619,C005
S01620,C005
S01621,C008
S01622,C012
S01623,C005
S01624,C012
S01625,C008
S01626,C002
S01627,C005
S01628,C013
S01629,C002
S01630,C008
S01631,C002
S01632,C005
S01633,C005
S01634,C005
S01635,C012
S01636,C013
S01637,C013
S01638,C016
S01639,C016
S01640,C013
S01641,C013
S01642,C008
S01643,C005
S01644,C013
S01645,C013
S01646,C016
S01647,C008
S01648,C002
S01649,C013
S01650,C005
S01651,C002
S01652,C002
S01653,C005
S01654,C008
S01655,C013
S01656,C008
S01657,C016
S01658,C012
S01659,C005
S01660,C005
S01661,C008
S01662,C005
S01663,C005
S01664,C012
S01665,C005
S01666,C005
S01667,C012
S01668,C016
S01669,C016
S01670,C005
S01671,C016
S01672,C013
S01673,C013
S01674,C005
S01675,C008
S01676,C013
S01677,C002
S01678,C013
S01679,C012
S01680,C002
S01681,C005
S01682,C002
S01683,C008
S01684,C008
S01685,C012
S01686,C002
S01687,C008
S01688,C008
S01689,C005
S01690,C012
S01691,C013
S01692,C005
S01693,C012
S01694,C016
S01695,C016
S01696,C016
S01697,C002
S01698,C013
S01699,C016
S01700,C005
S01701,C002
S01702,C008
S01703,C013
S01704,C005
S01705,C013
S01706,C012
S01707,C002
S01708,C002
S01709,C005
S01710,C005
S01711,C002
S01712,C002
S01713,C016
S01714,C013
S01715,C005
S01716,C002
S01717,C008
S01718,C008
S01719,C013
S01720,C013
S01721,C005
S01722,C002
S01723,C016
S01724,C002
S01725,C005
S01726,C016
S01727,C008
S01728,C016
S01729,C005
S01730,C013
S01731,C002
S01732,C013
S01733,C012
S01734,C005
S01735,C002
S01736,C005
S01737,C005
S01738,C013
S01739,C002
S01740,C002
S01741,C012
S01742,C012
S01743,C002
S01744,C002
S01745,C013
S01746,C002
S01747,C013
S01748,C005
S01749,C012
S01750,C002
S01751,C016
S01752,C016
S01753,C002
S01754,C012
S01755,C008
S01756,C012
S01757,C012
S01758,C013
S01759,C005
S01760,C005
S01761,C008
S01762,C005
S01763,C016
S01764,C005
S01765,C012
S01766,C002
S01767,C016
S01768,C002
S01769,C002
S01770,C012
S01771,C013
S01772,C005
S01773,C016
S01774,C013
S01775,C002
S01776,C013
S01777,C005
S01778,C013
S01779,C002
S01780,C016
S01781,C016
S01782,C005
S01783,C002
S01784,C008
S01785,C002
S01786,C002
S01787,C005
S01788,C002
S01789,C002
S01790,C013
S01791,C012
S01792,C016
S01793,C005
S01794,C005
S01795,C008
S01796,C012
S01797,C008
S01798,C002
S01799,C008
S01800,C005
S01801,C008
S01802,C012
S01803,C005
S01804,C012
S01805,C008
S01806,C016
S01807,C005
S01808,C013
S01809,C005
S01810,C002
S01811,C013
S01812,C005
S01813,C002
S01814,C016
S01815,C002
S01816,C005
S01817,C013
S01818,C016
S01819,C008
S01820,C013
S01821,C005
S01822,C016
S01823,C016
S01824,C008
S01825,C016
S01826,C013
S01827,C016
S01828,C008
S01829,C002
S01830,C016
S01831,C012
S01832,C012
S01833,C016
S01834,C016
S01835,C016
S01836,C002
S01837,C008
S01838,C005
S01839,C008
S01840,C005
S01841,C005
S01842,C002
S01843,C012
S01844,C012
S01845,C005
S01846,C012
S01847,C002
S01848,C012
S01849,C008
S01850,C016
S01851,C005
S01852,C008
S01853,C008
S01854,C012
S01855,C002
S01856,C016
S01857,C016
S01858,C002
S01859,C008
S01860,C016
S01861,C013
S01862,C002
S01863,C012
S01864,C008
S01865,C005
S01866,C016
S01867,C016
S01868,C012
S01869,C002
S01870,C002
S01871,C002
S01872,C002
S01873,C008
S01874,C002
S01875,C002
S01876,C005
S01877,C013
S01878,C002
S01879,C002
S01880,C008
S01881,C002
S01882,C008
S01883,C012
S01884,C013
S01885,C008
S01886,C012
S01887,C012
S01888,C016
S01889,C002
S01890,C008
S01891,C008
S01892,C005
S01893,C008
S01894,C013
S01895,C012
S01896,C002
S01897,C002
S01898,C002
S01899,C008
S01900,C013
S01901,C016
S01902,C016
S01903,C005
S01904,C013
S01905,C005
S01906,C016
S01907,C002
S01908,C002
S01909,C008
S01910,C005
S01911,C013
S01912,C012
S01913,C005
S01914,C013
S01915,C008
S01916,C002
S01917,C005
S01918,C012
S01919,C012
S01920,C005
S01921,C016
S01922,C012
S01923,C013
S01924,C012
S01925,C002
S01926,C002
S01927,C013
S01928,C016
S01929,C016
S01930,C008
S01931,C008
S01932,C008
S01933,C002
S01934,C002
S01935,C012
S01936,C005
S01937,C005
S01938,C002
S01939,C012
S01940,C012
S01941,C013
S01942,C016
S01943,C013
S01944,C008
S01945,C016
S01946,C013
S01947,C016
S01948,C008
S01949,C008
S01950,C005
S01951,C013
S01952,C013
S01953,C008
S01954,C005
S01955,C002
S01956,C005
S01957,C013
S01958,C016
S01959,C002
S01960,C005
S01961,C002
S01962,C012
S01963,C005
S01964,C008
S01965,C002
S01966,C013
S01967,C012
S01968,C005
S01969,C012
S01970,C005
S01971,C012
S01972,C005
S01973,C005
S01974,C012
S01975,C008
S01976,C008
S01977,C008
S01978,C008
S01979,C013
S01980,C005
S01981,C005
S01982,C016
S01983,C008
S01984,C013
S01985,C016
S01986,C013
S01987,C002
S01988,C005
S01989,C005
S01990,C005
S01991,C002
S01992,C008
S01993,C008
S01994,C002
S01995,C012
S01996,C012
S01997,C008
