student_id,centre_id,distance,accessibility_penalty,preference_penalty,hardship
S00006,C007,584.801,4.667,50,473.307
S00006,C008,659.914,4.0,50,533.331
S00006,C009,618.439,3.333,50,500.085
S00006,C010,622.138,6.333,50,503.344
S00006,C011,485.99,5.0,0,389.292
S00006,C012,378.897,5.0,50,308.618
S00006,C013,329.895,3.0,50,269.216
S00006,C014,232.066,8.0,50,191.453
S00006,C015,202.196,3.333,50,167.09
S00006,C016,655.501,4.667,50,529.867
S00006,C017,516.756,2.667,50,418.671
S00006,C018,522.551,3.333,50,423.374
S00006,C019,464.084,5.667,50,376.834
S00006,C020,294.971,2.667,50,241.243
S00007,C001,631.397,5.667,50,510.684
S00007,C002,495.314,3.0,50,401.551
S00007,C003,443.945,2.333,50,360.389
S00007,C004,362.625,3.333,50,295.433
S00007,C005,324.815,6.333,50,265.485
S00007,C006,648.823,6.667,50,524.725
S00007,C007,492.834,4.667,50,399.734
S00007,C008,548.114,4.0,50,443.891
S00007,C009,418.805,3.333,50,340.377
S00007,C010,375.487,6.333,50,306.023
S00007,C011,210.519,5.0,50,173.915
S00007,C012,95.512,5.0,50,81.91
S00007,C013,26.769,3.0,10,22.715
S00007,C014,72.819,8.0,0,59.055
S00007,C015,234.846,3.333,50,193.21
S00007,C016,743.582,4.667,5,595.832
S00007,C017,652.442,2.667,50,527.22
S00007,C018,710.135,3.333,50,573.441
S00007,C019,680.507,5.667,50,549.972
S00007,C020,361.378,2.667,50,294.369
S00008,C001,138.697,5.667,0,111.524
S00008,C002,209.895,3.0,50,173.216
S00008,C003,356.006,2.333,5,285.538
S00008,C004,403.915,3.333,50,328.465
S00008,C005,519.322,6.333,50,421.091
S00008,C006,584.581,6.667,50,473.331
S00008,C007,593.287,4.667,50,480.096
S00008,C008,663.399,4.0,50,536.119
S00008,C009,756.252,3.333,50,610.335
S00008,C010,824.588,6.333,50,665.304
S00008,C011,765.934,5.0,50,618.247
S00008,C012,701.351,5.0,50,566.581
S00008,C013,695.833,3.0,50,561.966
S00008,C014,619.455,8.0,50,501.364
S00008,C015,647.799,3.333,50,523.573
S00008,C016,362.081,4.667,50,295.131
S00008,C017,211.234,2.667,50,174.254
S00008,C018,114.808,3.333,50,97.18
S00008,C019,27.743,5.667,10,23.761
S00008,C020,351.37,2.667,50,286.363
S00009,C001,447.424,5.667,50,363.506
S00009,C002,339.138,3.0,50,276.61
S00009,C003,201.454,2.333,50,166.397
S00009,C004,146.39,3.333,50,122.445
S00009,C005,33.024,6.333,10,28.053
S00009,C006,812.232,6.667,50,655.452
S00009,C007,696.912,4.667,50,562.996
S00009,C008,769.896,4.0,50,621.317
S00009,C009,706.169,3.333,50,570.269
S00009,C010,692.728,6.333,50,559.816
S00009,C011,539.742,5.0,50,437.294
S00009,C012,425.189,5.0,50,345.651
S00009,C013,357.884,3.0,50,291.607
S00009,C014,263.837,8.0,0,211.87
S00009,C015,138.51,3.333,50,116.141
S00009,C016,780.205,4.667,50,629.631
S00009,C017,638.763,2.667,50,516.277
S00009,C018,635.231,3.333,50,513.518
S00009,C019,569.818,5.667,5,456.921
S00009,C020,418.475,2.667,50,340.047
S00010,C001,362.167,5.667,50,295.3
S00010,C002,333.22,3.0,50,271.876
S00010,C003,473.954,2.333,50,384.397
S00010,C004,478.63,3.333,50,388.237
S00010,C005,583.067,6.333,50,472.087
S00010,C006,328.07,6.667,50,268.123
S00010,C007,356.9,4.667,50,290.987
S00010,C008,419.604,4.0,50,341.083
S00010,C009,547.268,3.333,50,443.148
S00010,C010,635.764,6.333,50,514.245
S00010,C011,623.033,5.0,50,503.926
S00010,C012,593.716,5.0,50,480.473
S00010,C013,618.043,3.0,50,499.734
S00010,C014,572.012,8.0,50,463.41
S00010,C015,668.009,3.333,50,539.741
S00010,C016,164.122,4.667,0,131.764
S00010,C017,69.569,2.667,5,56.422
S00010,C018,188.549,3.333,50,156.173
S00010,C019,238.022,5.667,10,191.984
S00010,C020,239.021,2.667,50,196.483
S00011,C001,178.389,5.667,50,148.278
S00011,C002,106.029,3.0,10,86.123
S00011,C003,68.634,2.333,0,55.141
S00011,C004,143.367,3.333,50,120.027
S00011,C005,245.635,6.333,5,197.641
S00011,C006,716.848,6.667,50,579.145
S00011,C007,652.945,4.667,50,527.823
S00011,C008,730.989,4.0,50,590.191
S00011,C009,742.585,3.333,50,599.401
S00011,C010,771.16,6.333,50,622.561
S00011,C011,657.506,5.0,50,531.505
S00011,C012,560.582,5.0,50,453.966
S00011,C013,523.195,3.0,50,423.856
S00011,C014,428.135,8.0,50,348.308
S00011,C015,391.469,3.333,50,318.509
S00011,C016,593.76,4.667,50,480.475
S00011,C017,436.432,2.667,50,354.412
S00011,C018,396.298,3.333,50,322.372
S00011,C019,318.89,5.667,50,260.679
S00011,C020,338.839,2.667,50,276.338
S00012,C001,785.6,5.667,50,634.047
S00012,C002,660.338,3.0,50,533.57
S00012,C003,673.888,2.333,50,544.344
S00012,C004,603.478,3.333,50,488.116
S00012,C005,607.256,6.333,50,491.438
S00012,C006,475.332,6.667,50,385.932
S00012,C007,309.543,4.667,50,253.101
S00012,C008,324.925,4.0,50,265.34
S00012,C009,130.444,3.333,10,105.689
S00012,C010,67.945,6.333,0,54.989
S00012,C011,115.748,5.0,5,93.598
S00012,C012,217.423,5.0,50,179.438
S00012,C013,299.081,3.0,50,244.565
S00012,C014,369.378,8.0,50,301.302
S00012,C015,544.483,3.333,50,440.92
S00012,C016,685.824,4.667,50,554.126
S00012,C017,661.864,2.667,50,534.758
S00012,C018,761.9,3.333,50,614.853
S00012,C019,768.195,5.667,50,620.123
S00012,C020,420.251,2.667,50,341.467
S00013,C001,512.944,5.667,50,415.922
S00013,C002,394.842,3.0,50,321.174
S00013,C003,271.079,2.333,50,222.097
S00013,C004,202.273,3.333,0,162.152
S00013,C005,95.024,6.333,50,81.653
S00013,C006,806.722,6.667,50,651.044
S00013,C007,678.814,4.667,50,548.518
S00013,C008,748.324,4.0,50,604.059
S00013,C009,664.377,3.333,50,536.835
S00013,C010,639.657,6.333,50,517.359
S00013,C011,479.815,5.0,50,389.352
S00013,C012,364.298,5.0,50,296.938
S00013,C013,291.067,3.0,50,238.154
S00013,C014,204.22,8.0,50,169.176
S00013,C015,56.802,3.333,10,46.775
S00013,C016,804.838,4.667,5,644.837
S00013,C017,672.019,2.667,50,542.882
S00013,C018,682.011,3.333,50,550.942
S00013,C019,622.887,5.667,50,503.876
S00013,C020,425.631,2.667,50,345.771
S00014,C001,829.77,5.667,50,669.383
S00014,C002,709.81,3.0,50,573.148
S00014,C003,736.304,2.333,50,594.277
S00014,C004,669.283,3.333,50,540.76
S00014,C005,680.706,6.333,50,550.198
S00014,C006,441.216,6.667,50,358.639
S00014,C007,284.877,4.667,50,233.368
S00014,C008,281.015,4.0,50,230.212
S00014,C009,73.703,3.333,5,59.796
S00014,C010,42.825,6.333,0,34.893
S00014,C011,196.134,5.0,50,162.407
S00014,C012,298.806,5.0,10,240.545
S00014,C013,380.53,3.0,50,309.724
S00014,C014,448.052,8.0,50,364.242
S00014,C015,624.102,3.333,50,504.615
S00014,C016,679.334,4.667,50,548.934
S00014,C017,674.593,2.667,50,544.941
S00014,C018,782.303,3.333,50,631.176
S00014,C019,797.262,5.667,50,643.376
S00014,C020,458.659,2.667,50,372.194
S00015,C001,177.165,5.667,50,147.299
S00015,C002,77.953,3.0,0,62.662
S00015,C003,76.583,2.333,50,66.5
S00015,C004,134.341,3.333,50,112.806
S00015,C005,245.147,6.333,50,201.751
S00015,C006,681.217,6.667,5,546.14
S00015,C007,616.649,4.667,50,498.786
S00015,C008,694.691,4.0,50,561.153
S00015,C009,708.171,3.333,50,571.87
S00015,C010,738.9,6.333,50,596.753
S00015,C011,628.87,5.0,50,508.596
S00015,C012,534.554,5.0,50,433.143
S00015,C013,500.933,3.0,50,406.046
S00015,C014,407.709,8.0,50,331.967
S00015,C015,385.67,3.333,10,309.869
S00015,C016,564.356,4.667,50,456.951
S00015,C017,408.384,2.667,50,331.974
S00015,C018,376.226,3.333,50,306.314
S00015,C019,302.766,5.667,50,247.779
S00015,C020,302.61,2.667,50,247.355
S00016,C001,10.289,5.667,0,8.798
S00016,C002,131.021,3.0,50,110.117
S00016,C003,246.905,2.333,10,198.757
S00016,C004,310.086,3.333,50,253.402
S00016,C005,421.102,6.333,50,342.515
S00016,C006,670.67,6.667,50,542.203
S00016,C007,649.818,4.667,50,525.321
S00016,C008,724.91,4.0,50,585.328
S00016,C009,785.396,3.333,50,633.65
S00016,C010,837.706,6.333,50,675.798
S00016,C011,753.509,5.0,50,608.307
S00016,C012,672.861,5.0,50,543.789
S00016,C013,652.389,3.0,50,527.211
S00016,C014,565.488,8.0,50,458.19
S00016,C015,561.241,3.333,50,454.326
S00016,C016,481.155,4.667,5,385.891
S00016,C017,323.27,2.667,50,263.883
S00016,C018,244.978,3.333,50,201.316
S00016,C019,158.703,5.667,50,132.529
S00016,C020,363.148,2.667,50,295.785
S00017,C001,130.261,5.667,50,109.775
S00017,C002,215.762,3.0,5,173.41
S00017,C003,357.911,2.333,50,291.562
S00017,C004,409.496,3.333,50,332.93
S00017,C005,524.443,6.333,50,425.188
S00017,C006,605.898,6.667,50,490.385
S00017,C007,615.036,4.667,50,497.495
S00017,C008,685.197,4.0,50,553.558
S00017,C009,777.234,3.333,50,627.121
S00017,C010,844.728,6.333,50,681.416
S00017,C011,784.026,5.0,50,632.721
S00017,C012,717.735,5.0,50,579.688
S00017,C013,710.451,3.0,50,573.661
S00017,C014,632.519,8.0,50,511.815
S00017,C015,655.629,3.333,50,529.837
S00017,C016,379.68,4.667,50,309.211
S00017,C017,230.969,2.667,50,190.042
S00017,C018,128.327,3.333,50,107.995
S00017,C019,43.216,5.667,10,36.139
S00017,C020,370.502,2.667,0,296.668
S00018,C001,696.956,5.667,50,563.131
S00018,C002,644.999,3.0,50,521.299
S00018,C003,762.926,2.333,50,615.574
S00018,C004,741.265,3.333,50,598.345
S00018,C005,822.167,6.333,50,663.367
S00018,C006,54.245,6.667,5,44.563
S00018,C007,222.496,4.667,50,183.463
S00018,C008,213.576,4.0,0,171.261
S00018,C009,419.486,3.333,50,340.922
S00018,C010,535.094,6.333,50,433.709
S00018,C011,614.769,5.0,50,497.315
S00018,C012,648.148,5.0,50,524.018
S00018,C013,708.037,3.0,50,571.73
S00018,C014,708.826,8.0,50,572.861
S00018,C015,857.904,3.333,50,691.657
S00018,C016,279.444,4.667,50,229.022
S00018,C017,385.272,2.667,10,309.484
S00018,C018,507.518,3.333,50,411.348
S00018,C019,572.141,5.667,50,463.279
S00018,C020,436.876,2.667,50,354.767
S00019,C001,693.615,5.667,50,560.459
S00019,C002,639.804,3.0,50,517.143
S00019,C003,756.46,2.333,50,610.401
S00019,C004,733.927,3.333,50,592.475
S00019,C005,814.03,6.333,50,656.857
S00019,C006,43.478,6.667,0,35.449
S00019,C007,211.727,4.667,50,174.848
S00019,C008,203.502,4.0,10,164.202
S00019,C009,409.119,3.333,50,332.629
S00019,C010,524.66,6.333,50,425.361
S00019,C011,604.002,5.0,50,488.702
S00019,C012,637.581,5.0,50,515.565
S00019,C013,697.677,3.0,50,563.442
S00019,C014,698.977,8.0,50,564.982
S00019,C015,848.662,3.333,50,684.263
S00019,C016,282.505,4.667,5,226.971
S00019,C017,384.388,2.667,50,312.777
S00019,C018,507.204,3.333,50,411.097
S00019,C019,570.649,5.667,50,462.086
S00019,C020,429.143,2.667,50,348.581
S00020,C001,76.86,5.667,50,67.055
S00020,C002,73.2,3.0,5,59.36
S00020,C003,170.957,2.333,50,141.999
S00020,C004,234.552,3.333,50,192.975
S00020,C005,344.906,6.333,50,281.558
S00020,C006,674.868,6.667,50,545.561
S00020,C007,634.876,4.667,50,513.367
S00020,C008,711.857,4.0,50,574.886
S00020,C009,752.689,3.333,50,607.485
S00020,C010,796.118,6.333,50,642.528
S00020,C011,700.686,5.0,50,566.049
S00020,C012,614.006,5.0,50,496.705
S00020,C013,587.982,3.0,50,475.686
S00020,C014,498.175,8.0,50,404.34
S00020,C015,485.877,3.333,50,394.035
S00020,C016,516.015,4.667,50,418.279
S00020,C017,356.485,2.667,10,286.455
S00020,C018,299.525,3.333,50,244.953
S00020,C019,218.147,5.667,50,180.084
S00020,C020,331.792,2.667,0,265.7
S00021,C001,204.272,5.667,50,168.984
S00021,C002,226.718,3.0,50,186.674
S00021,C003,379.676,2.333,50,308.974
S00021,C004,412.103,3.333,50,335.016
S00021,C005,526.907,6.333,50,427.159
S00021,C006,499.099,6.667,50,404.946
S00021,C007,512.097,4.667,50,415.144
S00021,C008,580.725,4.0,0,464.98
S00021,C009,682.59,3.333,50,551.405
S00021,C010,756.741,6.333,50,611.026
S00021,C011,710.617,5.0,50,573.994
S00021,C012,655.657,5.0,50,530.026
S00021,C013,659.168,3.0,50,532.634
S00021,C014,591.043,8.0,50,478.634
S00021,C015,642.515,3.333,50,519.345
S00021,C016,286.378,4.667,50,234.569
S00021,C017,129.689,2.667,50,109.018
S00021,C018,78.323,3.333,10,63.992
S00021,C019,69.241,5.667,5,56.459
S00021,C020,293.847,2.667,50,240.344
S00022,C001,154.313,5.667,5,124.517
S00022,C002,38.85,3.0,50,36.38
S00022,C003,181.41,2.333,50,150.361
S00022,C004,209.656,3.333,50,173.058
S00022,C005,324.977,6.333,0,260.615
S00022,C006,580.758,6.667,50,470.273
S00022,C007,531.856,4.667,50,430.951
S00022,C008,609.22,4.0,50,492.776
S00022,C009,648.334,3.333,50,524.001
S00022,C010,694.406,6.333,50,561.158
S00022,C011,606.363,5.0,50,490.59
S00022,C012,526.496,5.0,50,426.697
S00022,C013,509.486,3.0,50,412.889
S00022,C014,426.51,8.0,50,347.008
S00022,C015,448.095,3.333,50,363.809
S00022,C016,453.803,4.667,50,368.509
S00022,C017,298.722,2.667,50,244.244
S00022,C018,279.202,3.333,10,224.695
S00022,C019,217.508,5.667,50,179.573
S00022,C020,226.967,2.667,50,186.84
S00023,C001,654.852,5.667,50,529.448
S00023,C002,589.84,3.0,50,477.172
S00023,C003,698.718,2.333,50,564.208
S00023,C004,671.503,3.333,50,542.536
S00023,C005,747.482,6.333,50,603.619
S00023,C006,34.053,6.667,0,27.909
S00023,C007,142.391,4.667,10,115.379
S00023,C008,152.134,4.0,5,122.607
S00023,C009,349.154,3.333,50,284.657
S00023,C010,463.021,6.333,50,376.05
S00023,C011,533.295,5.0,50,432.136
S00023,C012,564.127,5.0,50,456.802
S00023,C013,623.849,3.0,50,504.379
S00023,C014,625.825,8.0,50,506.46
S00023,C015,777.37,3.333,50,627.229
S00023,C016,293.132,4.667,50,239.972
S00023,C017,365.06,2.667,50,297.315
S00023,C018,489.808,3.333,50,397.18
S00023,C019,544.71,5.667,50,441.335
S00023,C020,365.558,2.667,50,297.713
S00024,C001,260.021,5.667,50,213.583
S00024,C002,157.655,3.0,50,131.424
S00024,C003,21.142,2.333,50,22.147
S00024,C004,61.214,3.333,5,49.805
S00024,C005,161.552,6.333,50,134.875
S00024,C006,720.389,6.667,10,577.978
S00024,C007,637.632,4.667,50,515.572
S00024,C008,715.235,4.0,50,577.588
S00024,C009,703.763,3.333,50,568.344
S00024,C010,721.113,6.333,50,582.524
S00024,C011,596.055,5.0,50,482.344
S00024,C012,493.506,5.0,50,400.305
S00024,C013,449.467,3.0,50,364.874
S00024,C014,352.405,8.0,50,287.724
S00024,C015,306.444,3.333,50,250.489
S00024,C016,631.831,4.667,50,510.931
S00024,C017,479.811,2.667,50,389.115
S00024,C018,457.874,3.333,50,371.633
S00024,C019,386.907,5.667,50,315.092
S00024,C020,326.094,2.667,0,261.142
S00025,C001,896.516,5.667,50,722.779
S00025,C002,774.232,3.0,50,624.686
S00025,C003,792.932,2.333,50,639.579
S00025,C004,723.034,3.333,50,583.761
S00025,C005,725.809,6.333,50,586.281
S00025,C006,503.952,6.667,50,408.828
S00025,C007,352.894,4.667,50,287.782
S00025,C008,341.028,4.0,50,278.222
S00025,C009,138.747,3.333,10,112.331
S00025,C010,52.205,6.333,5,42.897
S00025,C011,213.534,5.0,50,176.327
S00025,C012,326.651,5.0,50,266.821
S00025,C013,406.575,3.0,50,330.56
S00025,C014,484.191,8.0,50,393.153
S00025,C015,656.858,3.333,50,530.82
S00025,C016,749.799,4.667,50,605.306
S00025,C017,746.732,2.667,50,602.652
S00025,C018,854.142,3.333,50,688.647
S00025,C019,868.025,5.667,50,699.987
S00025,C020,526.742,2.667,0,421.66
S00026,C001,563.012,5.667,50,455.976
S00026,C002,429.53,3.0,50,348.924
S00026,C003,352.06,2.333,50,286.881
S00026,C004,270.134,3.333,50,221.441
S00026,C005,214.876,6.333,50,177.534
S00026,C006,700.812,6.667,50,566.316
S00026,C007,557.19,4.667,50,451.219
S00026,C008,620.703,4.0,50,501.962
S00026,C009,515.674,3.333,50,417.873
S00026,C010,483.833,6.333,50,392.7
S00026,C011,322.616,5.0,50,263.593
S00026,C012,207.097,5.0,50,171.178
S00026,C013,135.751,3.0,50,113.901
S00026,C014,49.451,8.0,0,40.361
S00026,C015,127.622,3.333,10,103.431
S00026,C016,751.146,4.667,50,606.383
S00026,C017,639.927,2.667,50,517.208
S00026,C018,678.524,3.333,50,548.153
S00026,C019,636.357,5.667,50,514.652
S00026,C020,359.0,2.667,5,287.967
S00027,C001,434.864,5.667,50,353.458
S00027,C002,319.458,3.0,50,260.866
S00027,C003,380.155,2.333,50,309.357
S00027,C004,335.84,3.333,50,274.005
S00027,C005,401.142,6.333,50,326.547
S00027,C006,381.517,6.667,50,310.88
S00027,C007,273.832,4.667,50,224.532
S00027,C008,350.817,4.0,10,282.054
S00027,C009,361.461,3.333,50,294.502
S00027,C010,413.098,6.333,50,336.112
S00027,C011,355.734,5.0,50,290.087
S00027,C012,313.26,5.0,0,251.108
S00027,C013,338.418,3.0,50,276.034
S00027,C014,304.35,8.0,50,249.28
S00027,C015,435.412,3.333,50,353.663
S00027,C016,422.645,4.667,50,343.583
S00027,C017,339.999,2.667,5,272.766
S00027,C018,419.349,3.333,50,340.813
S00027,C019,414.907,5.667,50,337.492
S00027,C020,64.429,2.667,50,56.81
S00028,C001,936.264,5.667,50,754.578
S00028,C002,813.455,3.0,50,656.064
S00028,C003,829.772,2.333,50,669.051
S00028,C004,758.942,3.333,50,612.487
S00028,C005,758.462,6.333,50,612.403
S00028,C006,535.433,6.667,50,434.013
S00028,C007,388.307,4.667,5,311.612
S00028,C008,371.641,4.0,50,302.713
S00028,C009,174.586,3.333,50,145.002
S00028,C010,90.512,6.333,0,73.043
S00028,C011,239.397,5.0,50,197.018
S00028,C012,354.383,5.0,50,289.006
S00028,C013,432.704,3.0,50,351.463
S00028,C014,513.992,8.0,50,416.994
S00028,C015,684.549,3.333,10,548.973
S00028,C016,786.665,4.667,50,634.799
S00028,C017,786.128,2.667,50,634.169
S00028,C018,894.046,3.333,50,720.57
S00028,C019,908.231,5.667,50,732.151
S00028,C020,566.788,2.667,50,458.697
S00029,C001,753.172,5.667,50,608.104
S00029,C002,649.782,3.0,50,525.126
S00029,C003,711.092,2.333,50,574.107
S00029,C004,657.714,3.333,50,531.505
S00029,C005,697.814,6.333,50,563.885
S00029,C006,269.511,6.667,5,216.775
S00029,C007,123.613,4.667,50,104.357
S00029,C008,109.401,4.0,0,87.921
S00029,C009,98.426,3.333,50,84.074
S00029,C010,214.32,6.333,50,177.089
S00029,C011,320.704,5.0,10,258.063
S00029,C012,389.139,5.0,50,316.811
S00029,C013,465.235,3.0,50,377.488
S00029,C014,503.799,8.0,50,408.839
S00029,C015,677.767,3.333,50,547.547
S00029,C016,523.557,4.667,50,424.312
S00029,C017,543.533,2.667,50,440.093
S00029,C018,660.651,3.333,50,533.854
S00029,C019,690.428,5.667,50,557.909
S00029,C020,388.42,2.667,50,316.003
S00030,C001,769.226,5.667,50,620.947
S00030,C002,709.919,3.0,50,573.235
S00030,C003,820.637,2.333,50,661.743
S00030,C004,793.056,3.333,50,639.778
S00030,C005,867.104,6.333,50,699.317
S00030,C006,90.387,6.667,50,77.976
S00030,C007,224.838,4.667,50,185.337
S00030,C008,187.924,4.0,0,150.739
S00030,C009,392.956,3.333,50,319.698
S00030,C010,508.795,6.333,50,412.669
S00030,C011,608.682,5.0,50,492.446
S00030,C012,655.853,5.0,50,530.182
S00030,C013,721.821,3.0,50,582.757
S00030,C014,733.316,8.0,5,587.953
S00030,C015,890.763,3.333,50,717.944
S00030,C016,359.529,4.667,10,289.09
S00030,C017,463.614,2.667,50,376.158
S00030,C018,586.646,3.333,50,474.65
S00030,C019,649.336,5.667,50,525.035
S00030,C020,487.075,2.667,50,394.927
S00031,C001,325.587,5.667,50,266.036
S00031,C002,252.676,3.0,50,207.441
S00031,C003,102.299,2.333,10,83.073
S00031,C004,130.25,3.333,5,105.033
S00031,C005,149.625,6.333,50,125.333
S00031,C006,826.233,6.667,50,666.653
S00031,C007,738.028,4.667,0,590.889
S00031,C008,815.079,4.0,50,657.463
S00031,C009,789.294,3.333,50,636.769
S00031,C010,795.731,6.333,50,642.218
S00031,C011,657.686,5.0,50,531.649
S00031,C012,548.047,5.0,50,443.938
S00031,C013,491.577,3.0,50,398.562
S00031,C014,393.252,8.0,50,320.402
S00031,C015,296.16,3.333,50,242.261
S00031,C016,736.045,4.667,50,594.303
S00031,C017,581.865,2.667,50,470.759
S00031,C018,549.379,3.333,50,444.837
S00031,C019,472.449,5.667,50,383.526
S00031,C020,429.832,2.667,50,349.132
S00032,C001,476.869,5.667,50,387.062
S00032,C002,444.917,3.0,50,361.234
S00032,C003,580.398,2.333,50,469.552
S00032,C004,576.933,3.333,50,466.88
S00032,C005,675.126,6.333,50,545.734
S00032,C006,228.475,6.667,0,183.447
S00032,C007,301.28,4.667,50,246.491
S00032,C008,349.158,4.0,50,284.726
S00032,C009,510.181,3.333,10,409.478
S00032,C010,611.492,6.333,50,494.827
S00032,C011,630.091,5.0,50,509.573
S00032,C012,621.79,5.0,50,502.932
S00032,C013,659.439,3.0,50,532.851
S00032,C014,628.668,8.0,50,508.734
S00032,C015,745.005,3.333,50,601.337
S00032,C016,106.386,4.667,50,90.575
S00032,C017,156.995,2.667,5,126.363
S00032,C018,280.023,3.333,50,229.352
S00032,C019,344.27,5.667,50,280.983
S00032,C020,302.441,2.667,50,247.219
S00033,C001,46.553,5.667,0,37.809
S00033,C002,92.202,3.0,5,74.562
S00033,C003,218.953,2.333,50,180.396
S00033,C004,276.853,3.333,50,226.816
S00033,C005,389.774,6.333,50,317.453
S00033,C006,647.206,6.667,50,523.431
S00033,C007,618.987,4.667,50,500.656
S00033,C008,694.828,4.0,50,561.262
S00033,C009,749.524,3.333,50,604.953
S00033,C010,799.945,6.333,50,645.589
S00033,C011,714.172,5.0,50,576.838
S00033,C012,633.265,5.0,50,512.112
S00033,C013,613.118,3.0,50,495.794
S00033,C014,526.746,8.0,50,427.197
S00033,C015,527.168,3.333,50,427.068
S00033,C016,472.878,4.667,50,383.769
S00033,C017,313.484,2.667,50,256.054
S00033,C018,249.611,3.333,50,205.022
S00033,C019,167.315,5.667,10,135.419
S00033,C020,326.909,2.667,50,266.794
S00034,C001,653.625,5.667,5,523.967
S00034,C002,517.527,3.0,50,419.322
S00034,C003,471.895,2.333,50,382.749
