student_id,district,x,y,gender
S00477,South_2,451.093,231.798,M
S00478,South_4,630.966,236.686,M
S00479,East_3,807.763,548.251,F
S00480,Metro,462.528,430.456,F
S00481,East_5,823.141,775.71,M
S00482,West_1,63.656,374.501,F
S00483,West_3,180.919,679.527,M
S00484,East_2,876.274,398.452,M
S00485,South_4,638.735,220.273,M
S00486,West_4,191.361,763.756,M
S00487,North_2,366.045,862.773,M
S00488,West_3,178.872,710.533,M
S00489,South_5,782.623,120.389,M
S00490,North_5,782.238,923.824,F
S00491,West_4,156.482,713.862,F
S00492,West_4,106.343,754.999,F
S00493,South_5,732.034,118.918,F
S00494,East_1,834.498,295.351,F
S00495,West_1,137.048,387.42,F
S00496,South_4,610.599,167.816,M
S00497,North_1,238.71,835.406,F
S00498,South_2,420.792,210.695,M
S00499,East_1,816.423,238.535,F
S00500,West_1,78.023,365.155,F
S00501,South_5,750.47,108.314,M
S00502,East_5,754.895,762.362,M
S00503,East_1,864.389,280.012,M
S00504,West_1,76.254,405.26,M
S00505,North_2,428.418,845.698,F
S00506,South_3,475.753,104.998,F
S00507,East_4,875.2,645.474,F
S00508,North_1,259.545,848.371,F
S00509,North_1,321.042,792.857,M
S00510,North_3,546.015,869.537,M
S00511,East_3,854.36,567.095,F
S00512,North_2,458.258,807.382,M
S00513,Metro,510.322,567.525,M
S00514,East_4,867.773,580.919,M
S00515,South_4,603.334,215.68,M
S00516,East_5,930.471,798.165,F
S00517,East_2,832.642,394.313,M
S00518,North_5,811.217,814.839,F
S00519,South_1,355.732,118.65,F
S00520,West_4,169.274,775.477,F
S00521,North_1,301.678,879.208,F
S00522,Metro,482.334,555.222,F
S00523,East_4,777.145,628.835,M
S00524,West_2,173.232,483.119,F
S00525,North_2,330.672,853.1,F
S00526,East_3,809.294,485.28,F
S00527,North_1,274.417,994.424,F
S00528,North_5,713.741,840.718,M
S00529,East_5,844.861,738.874,F
S00530,West_2,175.723,481.879,M
S00531,South_3,530.505,124.538,F
S00532,South_2,413.602,182.85,F
S00533,South_5,756.489,129.154,M
S00534,North_4,585.688,838.084,F
S00535,North_3,573.371,885.535,F
S00536,West_3,196.37,643.603,M
S00537,East_5,723.549,703.397,M
S00538,East_2,841.325,448.55,M
S00539,South_1,292.083,175.107,M
S00540,South_4,594.45,204.632,M
S00541,South_3,592.523,125.317,F
S00542,East_3,862.182,545.165,F
S00543,North_1,226.51,907.651,F
S00544,West_2,160.53,535.659,M
S00545,South_2,354.708,138.098,F
S00546,South_2,525.539,153.85,F
S00547,West_1,70.844,272.566,M
S00548,South_2,395.05,257.577,F
S00549,North_3,469.511,831.462,M
S00550,East_5,749.186,720.546,F
S00551,Metro,520.178,577.875,M
S00552,West_2,193.062,455.723,F
S00553,North_3,513.807,887.471,M
S00554,East_5,859.288,737.888,F
S00555,East_2,720.339,388.139,F
S00556,East_2,830.75,368.904,M
S00557,North_3,525.739,921.52,M
S00558,East_4,944.067,675.451,F
S00559,Metro,460.628,569.946,M
S00560,North_1,292.047,908.721,M
S00561,South_5,694.998,198.922,M
S00562,South_3,545.897,153.251,F
S00563,West_4,252.843,823.609,M
S00564,South_3,481.495,215.719,F
S00565,South_3,583.877,191.448,F
S00566,South_2,384.52,257.979,M
S00567,North_1,283.044,873.058,M
S00568,Metro,496.762,445.885,M
S00569,South_2,365.158,202.364,F
S00570,East_3,880.628,585.667,F
S00571,North_1,272.509,835.395,F
S00572,South_4,631.429,150.68,M
S00573,East_2,837.088,356.843,F
S00574,South_2,376.136,189.253,F
S00575,East_1,816.069,248.473,F
S00576,East_3,804.801,596.022,M
S00577,West_2,169.676,463.624,M
S00578,East_4,807.153,670.64,M
S00579,North_4,621.275,769.549,F
S00580,East_3,812.922,503.625,F
S00581,East_4,797.455,579.263,M
S00582,East_2,795.309,411.609,F
S00583,West_3,84.06,578.537,M
S00584,South_5,769.97,191.687,F
S00585,South_4,569.276,183.68,F
S00586,East_1,864.781,300.593,M
S00587,South_2,401.308,235.212,M
S00588,West_2,109.053,468.954,F
S00589,East_2,836.788,424.468,F
S00590,East_2,823.241,334.044,F
S00591,East_2,840.876,408.657,M
S00592,South_2,459.186,179.788,F
S00593,West_3,226.979,686.83,M
S00594,West_1,156.727,441.827,F
S00595,West_3,113.391,609.613,M
S00596,West_2,211.646,424.977,F
S00597,East_1,832.58,279.378,F
S00598,South_1,285.33,238.387,M
S00599,North_3,525.027,808.655,M
S00600,Metro,515.728,482.616,M
S00601,South_1,274.704,67.973,F
S00602,East_1,823.529,278.356,F
S00603,South_3,596.22,186.58,M
S00604,South_4,639.914,110.68,F
S00605,South_5,695.735,154.46,M
S00606,West_1,85.778,377.158,F
S00607,West_3,162.828,596.538,F
S00608,West_2,140.285,501.319,F
S00609,South_2,358.68,152.648,F
S00610,West_2,240.021,452.93,M
S00611,North_3,535.55,806.203,M
S00612,Metro,527.157,541.618,F
S00613,North_5,745.992,832.824,F
S00614,North_4,672.843,805.227,F
S00615,South_1,227.523,220.208,M
S00616,North_2,358.994,768.605,M
S00617,South_4,656.912,190.912,M
S00618,South_5,776.659,173.863,F
S00619,North_1,267.195,776.851,F
S00620,East_5,822.868,759.532,M
S00621,West_1,181.214,383.414,F
S00622,North_3,536.056,780.544,M
S00623,East_4,812.512,624.803,M
S00624,East_3,876.507,560.91,M
S00625,East_3,881.921,562.735,F
S00626,West_3,167.711,650.729,M
S00627,East_3,768.702,602.02,F
S00628,West_2,180.9,564.724,M
S00629,East_2,770.206,373.818,M
S00630,West_3,129.246,608.01,M
S00631,West_1,145.745,374.462,M
S00632,East_1,895.212,329.451,M
S00633,East_1,986.185,276.495,F
S00634,North_3,562.413,810.244,F
S00635,East_2,843.687,454.921,M
S00636,North_1,326.98,869.447,M
S00637,Metro,542.998,485.634,F
S00638,East_3,808.371,524.693,F
S00639,North_2,349.372,805.821,F
S00640,North_2,499.132,868.289,M
S00641,East_2,770.633,450.459,M
S00642,South_2,307.04,222.658,M
S00643,North_2,451.169,844.773,F
S00644,East_3,917.706,547.588,M
S00645,North_3,506.706,787.46,M
S00646,East_1,823.996,339.586,F
S00647,North_4,694.789,876.135,F
S00648,West_1,221.181,425.227,F
S00649,West_2,177.749,516.194,M
S00650,East_1,839.836,293.971,M
S00651,South_3,524.326,170.961,M
S00652,North_5,741.515,854.252,M
S00653,South_1,251.472,157.804,M
S00654,North_4,651.702,817.022,F
S00655,North_5,756.093,955.117,F
S00656,South_1,333.365,170.433,M
S00657,North_4,682.538,700.287,F
S00658,North_2,374.225,827.974,F
S00659,South_2,404.621,178.136,M
S00660,South_2,425.88,107.911,M
S00661,South_5,710.994,121.412,M
S00662,West_1,73.175,336.862,M
S00663,North_1,267.322,872.556,F
S00664,East_4,817.827,634.141,F
S00665,North_1,246.869,781.925,F
S00666,North_3,492.389,848.818,F
S00667,Metro,524.571,495.721,F
S00668,North_2,494.498,774.424,F
S00669,East_5,770.147,842.57,M
S00670,East_2,755.955,407.815,F
S00671,North_2,366.215,800.124,M
S00672,North_5,752.299,894.051,F
S00673,East_5,851.381,715.792,F
S00674,North_5,777.828,846.547,M
S00675,North_4,665.831,863.289,F
S00676,North_3,476.441,915.001,F
S00677,South_2,407.858,202.644,M
S00678,West_2,156.518,566.247,M
S00679,North_5,770.827,835.007,M
S00680,Metro,488.667,508.65,F
S00681,South_1,306.289,149.338,F
S00682,West_3,96.602,620.413,M
S00683,South_5,763.204,126.707,M
S00684,North_2,416.168,788.693,M
S00685,West_2,135.897,545.66,M
S00686,East_2,815.437,492.244,M
S00687,Metro,520.91,561.387,M
S00688,North_2,456.98,752.954,M
S00689,North_1,268.524,861.622,F
S00690,West_2,171.301,506.748,F
S00691,North_4,646.37,848.26,F
S00692,South_5,791.932,199.924,M
S00693,East_4,726.825,640.649,F
S00694,North_2,405.452,844.024,M
S00695,East_4,829.955,607.421,M
S00696,Metro,508.455,458.402,F
S00697,South_3,488.683,134.107,F
S00698,North_4,626.73,848.724,F
S00699,North_2,465.175,817.061,M
S00700,Metro,553.215,538.732,F
S00701,East_1,873.845,223.902,M
S00702,East_2,864.361,405.149,M
S00703,North_4,571.868,775.234,F
S00704,West_4,248.789,792.32,M
S00705,East_2,870.65,533.892,F
S00706,East_2,825.645,421.175,M
S00707,North_5,765.714,908.968,M
S00708,South_2,348.534,126.401,F
S00709,East_5,930.729,712.609,F
S00710,North_2,452.126,876.262,M
S00711,West_1,200.904,286.577,M
S00712,South_3,567.184,133.885,M
S00713,South_2,355.9,290.25,F
S00714,West_2,243.154,484.065,M
S00715,East_5,767.602,719.134,F
S00716,North_5,731.308,840.183,F
S00717,West_1,142.228,387.056,M
S00718,Metro,542.551,485.789,M
S00719,North_4,605.979,894.452,M
S00720,East_4,861.815,672.062,F
S00721,West_1,159.637,487.53,M
S00722,East_4,901.323,620.789,F
S00723,South_5,751.746,183.942,M
S00724,South_3,541.561,80.091,M
S00725,South_3,512.041,32.042,F
S00726,East_1,814.089,334.046,M
S00727,West_3,164.244,582.626,M
S00728,North_4,717.843,858.871,F
S00729,North_1,293.521,876.115,F
S00730,North_4,588.215,871.488,M
S00731,South_2,504.777,171.207,M
S00732,South_4,604.981,129.409,F
S00733,North_4,664.555,838.138,M
S00734,South_4,543.297,145.793,F
S00735,East_4,814.07,659.319,F
S00736,East_2,833.905,388.045,F
S00737,North_1,366.473,898.878,F
S00738,North_5,782.185,859.435,F
S00739,Metro,478.011,503.685,F
S00740,South_5,782.886,128.335,F
S00741,North_4,672.503,791.523,F
S00742,North_1,262.305,868.007,F
S00743,East_2,860.444,466.507,M
S00744,North_2,378.768,866.715,M
S00745,East_2,864.89,340.042,F
S00746,Metro,459.316,402.529,M
S00747,South_5,840.445,196.246,M
S00748,East_1,920.498,247.699,M
S00749,North_3,526.252,827.303,M
S00750,Metro,508.394,478.186,F
S00751,North_2,397.671,792.406,M
S00752,West_3,145.1,738.816,M
S00753,North_2,356.509,800.222,F
S00754,East_1,861.158,291.47,F
S00755,North_3,559.309,902.0,M
S00756,Metro,480.825,492.032,F
S00757,West_3,217.327,576.884,F
S00758,South_3,463.586,155.578,M
S00759,North_4,588.8,855.757,F
S00760,North_1,326.048,829.174,M
S00761,North_2,374.839,825.519,F
S00762,North_1,310.711,820.137,F
S00763,West_3,193.004,586.828,M
S00764,North_3,573.054,847.147,F
S00765,South_1,238.849,182.369,M
S00766,South_5,794.376,126.187,F
S00767,West_1,206.058,298.15,M
S00768,North_2,398.506,775.732,M
S00769,North_4,661.325,798.724,M
S00770,South_1,198.093,177.2,M
S00771,South_1,318.785,102.216,M
S00772,East_5,857.639,807.062,F
S00773,North_4,681.092,776.506,F
S00774,South_3,543.22,120.332,M
S00775,South_1,274.696,167.548,M
S00776,West_3,109.3,585.878,F
